Version,Year,Month,Sender,Receiver,Cost,Quantity,Variance,UoM
V002,2017,M01,RP_01_16D,SF_350088,16.45,1.27,3.29,Hrs
V002,2017,M01,RP_01_14H,SF_350250,16.53,0.55,3.31,DOL
V002,2017,M01,RP_01_16D,SF_350099,16.56,1.27,3.31,Hrs
V002,2017,M01,BP_01_76B_1,RP_01_47D,16.61,12.64,3.32,# Paycks
V002,2017,M01,BP_01_17D_1,SF_350085,16.7,2.47,3.34,EA
V002,2017,M01,RP_01_14H,SF_350082,16.71,0.55,3.34,DOL
V002,2017,M01,RP_01_14H,SF_350088,16.71,0.55,3.34,DOL
V002,2017,M01,RP_01_14C,SF_350341,16.9,0.25,3.38,Hrs
V002,2017,M01,RP_01_14E,SF_350147,16.94,92.47,3.39,LB
V002,2017,M01,RP_01_14H,SF_314618,16.97,0.56,3.39,DOL
V002,2017,M01,RP_01_14H,SF_314612,16.97,0.56,3.39,DOL
V002,2017,M01,RP_01_14H,SF_314615,16.97,0.56,3.39,DOL
V002,2017,M01,BP_01_17D_1,SF_314656,17.03,2.52,3.41,EA
V002,2017,M01,RP_01_14H,SF_350079,17.06,0.57,3.41,DOL
V002,2017,M01,BP_01_76B_1,RP_01_16A,17.08,13,3.42,# Paycks
V002,2017,M01,BP_01_76B_1,RP_01_19C,17.08,13,3.42,# Paycks
V002,2017,M01,BP_01_39B_2,RP_01_39C,17.09,2.56,3.42,HRS
V002,2017,M01,BP_01_17D_1,SF_350250,17.12,2.53,3.42,EA
V002,2017,M01,RP_01_14C,SF_350091,17.15,0.25,3.43,Hrs
V002,2017,M01,BP_01_17D_1,SF_350360,17.23,2.55,3.45,EA
V002,2017,M01,RP_01_16D,SF_350391,17.23,1.33,3.45,Hrs
V002,2017,M01,RP_01_14H,SF_314652,17.36,0.58,3.47,DOL
V002,2017,M01,BP_01_38D_2,RP_01_38C,17.45,2,3.49,HRS
V002,2017,M01,RP_01_16D,SF_350298,17.51,1.35,3.50,Hrs
V002,2017,M01,RP_01_16D,SF_350297,17.51,1.35,3.50,Hrs
V002,2017,M01,RP_01_14C,SF_350242,17.54,0.26,3.51,Hrs
V002,2017,M01,RP_01_14H,SF_314624,17.58,0.58,3.52,DOL
V002,2017,M01,RP_01_14I,FP_750008XBA,17.63,3.12,3.53,DOL
V002,2017,M01,BP_01_17D_1,SF_350393,17.66,2.61,3.53,EA
V002,2017,M01,RP_01_45G,BP_01_45G_1,17.69,11.65,3.54,MHrs
V002,2017,M01,RP_01_14H,SF_314646,17.87,0.59,3.57,DOL
V002,2017,M01,RP_01_14E,SF_314656,17.92,97.84,3.58,LB
V002,2017,M01,RP_01_14H,SF_314638,17.95,0.59,3.59,DOL
V002,2017,M01,RP_01_14G,SF_350307,17.96,1928.26,3.59,EA
V002,2017,M01,RP_01_35B,SF_314616,17.97,3.2,3.59,Hrs
V002,2017,M01,RP_01_35B,SF_314619,17.97,3.2,3.59,Hrs
V002,2017,M01,RP_01_35B,SF_314634,17.97,3.2,3.59,Hrs
V002,2017,M01,RP_01_35B,SF_314633,17.97,3.2,3.59,Hrs
V002,2017,M01,RP_01_35B,SF_314642,17.97,3.2,3.59,Hrs
V002,2017,M01,RP_01_35B,SF_314647,17.97,3.2,3.59,Hrs
V002,2017,M01,RP_01_35B,SF_314650,17.97,3.2,3.59,Hrs
V002,2017,M01,RP_01_35B,SF_314653,17.97,3.2,3.59,Hrs
V002,2017,M01,RP_01_14H,SF_314626,17.98,0.6,3.60,DOL
V002,2017,M01,BP_01_31D_1,SF_314643,18.46,0.15,3.69,EA
V002,2017,M01,BP_01_31D_1,SF_314648,18.46,0.15,3.69,EA
V002,2017,M01,RP_01_14C,SF_350244,18.58,0.27,3.72,Hrs
V002,2017,M01,RP_01_14H,SF_350338,18.76,0.62,3.75,DOL
V002,2017,M01,RP_01_14C,SF_350277,18.77,0.28,3.75,Hrs
V002,2017,M01,RP_01_14C,SF_350276,18.77,0.28,3.75,Hrs
V002,2017,M01,RP_01_14H,SF_314622,18.87,0.63,3.77,DOL
V002,2017,M01,RP_01_14C,SF_350119,19.14,0.28,3.83,Hrs
V002,2017,M01,RP_01_39D,SF_315680,19.15,1.87,3.83,MHrs
V002,2017,M01,RP_01_14H,SF_315680,19.15,0.63,3.83,DOL
V002,2017,M01,BP_01_17D_1,SF_315664,19.25,2.84,3.85,EA
V002,2017,M01,RP_01_14C,SF_350247,19.31,0.28,3.86,Hrs
V002,2017,M01,RP_01_14H,SF_314640,19.33,0.64,3.87,DOL
V002,2017,M01,RP_01_14G,SF_350366,19.38,2080.73,3.88,EA
V002,2017,M01,RP_01_35B,SF_314612,19.46,3.46,3.89,Hrs
V002,2017,M01,RP_01_35B,SF_314615,19.46,3.46,3.89,Hrs
V002,2017,M01,RP_01_35B,SF_314618,19.46,3.46,3.89,Hrs
V002,2017,M01,RP_01_35B,SF_314624,19.46,3.46,3.89,Hrs
V002,2017,M01,RP_01_35B,SF_314652,19.46,3.46,3.89,Hrs
V002,2017,M01,RP_01_14C,SF_350243,19.5,0.29,3.90,Hrs
V002,2017,M01,BP_01_17D_1,SF_350400,19.56,2.89,3.91,EA
V002,2017,M01,RP_01_16E,SF_314626,19.57,1.47,3.91,Hrs
V002,2017,M01,RP_01_16E,SF_314638,19.57,1.47,3.91,Hrs
V002,2017,M01,RP_01_16E,SF_314646,19.57,1.47,3.91,Hrs
V002,2017,M01,RP_01_16E,SF_350172,19.7,1.48,3.94,Hrs
V002,2017,M01,RP_01_14E,SF_350091,19.87,108.48,3.97,LB
V002,2017,M01,RP_01_14E,SF_350277,19.9,108.65,3.98,LB
V002,2017,M01,BP_01_17D_1,SF_314637,19.92,2.94,3.98,EA
V002,2017,M01,BP_01_17D_1,SF_314639,19.92,2.94,3.98,EA
V002,2017,M01,BP_01_17D_1,SF_314645,19.92,2.94,3.98,EA
V002,2017,M01,RP_01_14C,SF_350004,20.08,0.3,4.02,Hrs
V002,2017,M01,RP_01_16D,SF_350339,20.23,1.56,4.05,Hrs
V002,2017,M01,RP_01_14E,SF_350276,20.24,110.52,4.05,LB
V002,2017,M01,RP_01_16D,SF_350096,20.24,1.56,4.05,Hrs
V002,2017,M01,RP_01_14C,SF_350120,20.27,0.3,4.05,Hrs
V002,2017,M01,RP_01_35B,SF_314637,20.35,3.62,4.07,Hrs
V002,2017,M01,RP_01_35B,SF_314639,20.35,3.62,4.07,Hrs
V002,2017,M01,RP_01_35B,SF_314645,20.35,3.62,4.07,Hrs
V002,2017,M01,RP_01_16D,SF_350100,20.35,1.57,4.07,Hrs
V002,2017,M01,SF_314644,SF_314643,20.62,144,4.12,EA
V002,2017,M01,SF_314644,SF_314648,20.62,144,4.12,EA
V002,2017,M01,RP_01_14H,SF_314641,20.66,0.68,4.13,DOL
V002,2017,M01,RP_01_14C,SF_350058,20.71,0.3,4.14,Hrs
V002,2017,M01,RP_01_16E,SF_314622,20.79,1.56,4.16,Hrs
V002,2017,M01,RP_01_14I,FP_750095XJA,20.79,3.68,4.16,DOL
V002,2017,M01,RP_01_19D,SF_350336,20.88,4.63,4.18,MHrs
V002,2017,M01,RP_01_16D,SF_350092,21.14,1.63,4.23,Hrs
V002,2017,M01,BP_01_76B_1,RP_01_16G,21.35,16.25,4.27,# Paycks
V002,2017,M01,RP_01_35D,SF_350336,21.36,4.63,4.27,MHrs
V002,2017,M01,RP_01_14C,SF_350046,21.36,0.31,4.27,Hrs
V002,2017,M01,RP_01_16E,SF_350393,21.49,1.61,4.30,Hrs
V002,2017,M01,RP_01_16D,SF_350364,21.53,1.66,4.31,Hrs
V002,2017,M01,RP_01_14C,SF_350281,21.55,0.32,4.31,Hrs
V002,2017,M01,BP_01_17D_1,SF_315738,21.8,3.22,4.36,EA
V002,2017,M01,RP_01_14C,SF_350043,21.91,0.32,4.38,Hrs
V002,2017,M01,RP_01_16E,SF_350147,21.95,1.65,4.39,Hrs
V002,2017,M01,RP_01_14C,SF_350055,22.03,0.32,4.41,Hrs
V002,2017,M01,RP_01_14C,SF_350049,22.04,0.32,4.41,Hrs
V002,2017,M01,BP_01_38B_1,SF_350395,22.13,20.08,4.43,EA
V002,2017,M01,BP_01_78B_2,RP_01_47D,22.16,2.92,4.43,FTE
V002,2017,M01,BP_01_19C_3,RP_01_19E,22.26,1.05,4.45,HRS
V002,2017,M01,SF_350338,FP_750132,22.29,36.95,4.46,EA
V002,2017,M01,RP_01_14C,SF_350052,22.3,0.33,4.46,Hrs
V002,2017,M01,RP_01_16E,SF_350207,22.39,1.68,4.48,Hrs
V002,2017,M01,RP_01_16E,SF_350211,22.39,1.68,4.48,Hrs
V002,2017,M01,RP_01_14E,SF_350216,22.45,122.57,4.49,LB
V002,2017,M01,RP_01_14H,SF_314656,22.51,0.75,4.50,DOL
V002,2017,M01,BP_01_78B_1,RP_01_40A,22.63,2.25,4.53,FTE
V002,2017,M01,RP_01_35B,SF_350025,22.68,4.04,4.54,Hrs
V002,2017,M01,RP_01_19D,SF_315660,22.7,5.03,4.54,MHrs
V002,2017,M01,BP_01_35D_1,SF_315651,22.7,0.75,4.54,EA
V002,2017,M01,BP_01_35D_1,SF_315662,22.7,0.75,4.54,EA
V002,2017,M01,BP_01_76B_1,RP_01_25A,22.77,17.33,4.55,# Paycks
V002,2017,M01,BP_01_76B_1,RP_01_78B,22.77,17.33,4.55,# Paycks
V002,2017,M01,BP_01_76B_1,RP_01_38D,22.77,17.33,4.55,# Paycks
V002,2017,M01,BP_01_76B_1,RP_01_16F,22.77,17.33,4.55,# Paycks
V002,2017,M01,BP_01_17D_1,SF_350079,22.77,3.36,4.55,EA
V002,2017,M01,BP_01_17D_1,SF_350082,22.77,3.36,4.55,EA
V002,2017,M01,BP_01_17D_1,SF_350088,22.77,3.36,4.55,EA
V002,2017,M01,RP_01_14H,SF_314649,22.92,0.76,4.58,DOL
V002,2017,M01,BP_01_17D_1,SF_350099,22.92,3.39,4.58,EA
V002,2017,M01,RP_01_14E,SF_314632,23.04,125.8,4.61,LB
V002,2017,M01,RP_01_14H,SF_350393,23.09,0.76,4.62,DOL
V002,2017,M01,RP_01_35D,SF_315660,23.23,5.03,4.65,MHrs
V002,2017,M01,RP_01_14C,SF_350132,23.24,0.34,4.65,Hrs
V002,2017,M01,RP_01_14C,SF_350124,23.26,0.34,4.65,Hrs
V002,2017,M01,BP_01_17D_1,FP_750087,23.36,3.45,4.67,EA
V002,2017,M01,RP_01_14C,SF_350140,23.38,0.34,4.68,Hrs
V002,2017,M01,RP_01_14C,SF_350144,23.4,0.34,4.68,Hrs
V002,2017,M01,BP_01_17D_1,SF_314634,23.47,3.47,4.69,EA
V002,2017,M01,BP_01_17D_1,SF_314642,23.47,3.47,4.69,EA
V002,2017,M01,BP_01_17D_1,SF_314647,23.47,3.47,4.69,EA
V002,2017,M01,BP_01_17D_1,SF_314650,23.47,3.47,4.69,EA
V002,2017,M01,RP_01_39A,SF_315680,23.63,1.87,4.73,Hrs
V002,2017,M01,RP_01_14C,FP_750122,23.64,0.35,4.73,Hrs
V002,2017,M01,RP_01_16D,SF_350390,23.67,1.82,4.73,Hrs
V002,2017,M01,RP_01_16H,FP_750096,23.68,2,4.74,Hrs
V002,2017,M01,RP_01_19F,SF_314656,23.77,9.29,4.75,MHrs
V002,2017,M01,BP_01_17D_1,SF_350391,23.85,3.52,4.77,EA
V002,2017,M01,RP_01_14C,SF_350040,23.9,0.35,4.78,Hrs
V002,2017,M01,RP_01_14H,SF_315664,23.92,0.79,4.78,DOL
V002,2017,M01,RP_01_35F,SF_315656,23.96,3.92,4.79,MHrs
V002,2017,M01,RP_01_35F,SF_315657,23.96,3.92,4.79,MHrs
V002,2017,M01,RP_01_35F,SF_315663,23.96,3.92,4.79,MHrs
V002,2017,M01,RP_01_35F,SF_315665,23.96,3.92,4.79,MHrs
V002,2017,M01,RP_01_14C,SF_314630,24.01,0.35,4.80,Hrs
V002,2017,M01,RP_01_14C,SF_350279,24.15,0.36,4.83,Hrs
V002,2017,M01,RP_01_14C,SF_350280,24.15,0.36,4.83,Hrs
V002,2017,M01,BP_01_17D_1,SF_350238,24.23,3.58,4.85,EA
V002,2017,M01,BP_01_17D_1,SF_350297,24.23,3.58,4.85,EA
V002,2017,M01,BP_01_17D_1,SF_350298,24.23,3.58,4.85,EA
V002,2017,M01,RP_01_19F,SF_350085,24.23,9.47,4.85,MHrs
V002,2017,M01,RP_01_14C,SF_350015,24.24,0.36,4.85,Hrs
V002,2017,M01,BP_01_17D_1,FP_750132,24.25,3.58,4.85,EA
V002,2017,M01,RP_01_14H,SF_350339,24.27,0.8,4.85,DOL
V002,2017,M01,RP_01_14C,SF_350097,24.27,0.36,4.85,Hrs
V002,2017,M01,RP_01_14C,FP_750005XGA,24.28,0.36,4.86,Hrs
V002,2017,M01,BP_01_35F_1,SF_315656,24.49,0.98,4.90,EA
V002,2017,M01,BP_01_35F_1,SF_315657,24.49,0.98,4.90,EA
V002,2017,M01,BP_01_35F_1,SF_315665,24.49,0.98,4.90,EA
V002,2017,M01,BP_01_35F_1,SF_315663,24.49,0.98,4.90,EA
V002,2017,M01,RP_01_14H,SF_315660,24.57,0.81,4.91,DOL
V002,2017,M01,RP_01_35F,SF_350025,24.68,4.04,4.94,MHrs
V002,2017,M01,RP_01_14F,SF_350363,24.7,62.89,4.94,LTR
V002,2017,M01,RP_01_35B,SF_350316,24.78,4.41,4.96,Hrs
V002,2017,M01,RP_01_14H,SF_314651,24.87,0.82,4.97,DOL
V002,2017,M01,RP_01_14G,FP_750066,24.98,2681.82,5.00,EA
V002,2017,M01,RP_01_14E,SF_350279,25.21,137.63,5.04,LB
V002,2017,M01,RP_01_16E,SF_350021,25.23,1.89,5.05,Hrs
V002,2017,M01,BP_01_35F_1,SF_350025,25.23,1.01,5.05,EA
V002,2017,M01,RP_01_14F,SF_350351,25.46,64.83,5.09,LTR
V002,2017,M01,RP_01_14H,SF_350172,25.5,0.84,5.10,DOL
V002,2017,M01,RP_01_25B,RP_01_45F,25.59,253.47,5.12,KwH
V002,2017,M01,RP_01_35E,SF_315655,25.6,2.99,5.12,MHrs
V002,2017,M01,RP_01_16E,SF_350364,25.6,1.92,5.12,Hrs
V002,2017,M01,BP_01_76B_1,RP_01_16D,25.62,19.5,5.12,# Paycks
V002,2017,M01,RP_01_16D,SF_350021,25.72,1.98,5.14,Hrs
V002,2017,M01,BP_01_17D_1,FP_750131,25.74,3.8,5.15,EA
V002,2017,M01,RP_01_19D,SF_314613,25.98,5.76,5.20,MHrs
V002,2017,M01,RP_01_19D,SF_314614,25.98,5.76,5.20,MHrs
V002,2017,M01,RP_01_35B,SF_350336,26,4.63,5.20,Hrs
V002,2017,M01,BP_01_17D_1,SF_314631,26.32,3.89,5.26,EA
V002,2017,M01,RP_01_16D,SF_350233,26.32,2.02,5.26,Hrs
V002,2017,M01,BP_01_17D_1,FP_731680,26.32,3.89,5.26,EA
V002,2017,M01,RP_01_14H,SF_315655,26.37,0.87,5.27,DOL
V002,2017,M01,RP_01_31B,SF_314623,26.4,2.35,5.28,Hrs
V002,2017,M01,RP_01_31B,SF_314635,26.4,2.35,5.28,Hrs
V002,2017,M01,RP_01_31B,SF_314651,26.4,2.35,5.28,Hrs
V002,2017,M01,RP_01_31B,SF_314654,26.4,2.35,5.28,Hrs
V002,2017,M01,RP_01_14G,FP_731680,26.43,2838.2,5.29,EA
V002,2017,M01,RP_01_35D,SF_314614,26.58,5.76,5.32,MHrs
V002,2017,M01,RP_01_35D,SF_314613,26.58,5.76,5.32,MHrs
V002,2017,M01,RP_01_14H,SF_314635,26.64,0.88,5.33,DOL
V002,2017,M01,RP_01_35F,SF_350316,26.97,4.41,5.39,MHrs
V002,2017,M01,RP_01_14H,SF_350147,27.01,0.89,5.40,DOL
V002,2017,M01,BP_01_17D_1,FP_750066,27.12,4.01,5.42,EA
V002,2017,M01,RP_01_25B,RP_01_38C,27.13,268.68,5.43,KwH
V002,2017,M01,RP_01_14H,SF_315651,27.23,0.9,5.45,DOL
V002,2017,M01,RP_01_14H,SF_315661,27.27,0.9,5.45,DOL
V002,2017,M01,RP_01_14I,FP_750022,27.33,4.83,5.47,DOL
V002,2017,M01,BP_01_35F_1,SF_350316,27.56,1.1,5.51,EA
V002,2017,M01,BP_01_17D_1,SF_314626,27.61,4.08,5.52,EA
V002,2017,M01,BP_01_17D_1,SF_314638,27.61,4.08,5.52,EA
V002,2017,M01,BP_01_17D_1,SF_314646,27.61,4.08,5.52,EA
V002,2017,M01,RP_01_16D,SF_350039,27.73,2.13,5.55,Hrs
V002,2017,M01,RP_01_19F,SF_314637,27.8,10.87,5.56,MHrs
V002,2017,M01,RP_01_19F,SF_314639,27.8,10.87,5.56,MHrs
V002,2017,M01,RP_01_19F,SF_314645,27.8,10.87,5.56,MHrs
V002,2017,M01,BP_01_19C_2,RP_01_19L,27.83,1.31,5.57,HRS
V002,2017,M01,BP_01_17D_1,SF_350339,27.99,4.14,5.60,EA
V002,2017,M01,BP_01_17D_1,SF_350096,28.01,4.14,5.60,EA
V002,2017,M01,RP_01_14H,SF_314654,28.12,0.93,5.62,DOL
V002,2017,M01,BP_01_17D_1,SF_350100,28.17,4.16,5.63,EA
V002,2017,M01,RP_01_16E,SF_350092,28.27,2.12,5.65,Hrs
V002,2017,M01,RP_01_45B,FP_750096,28.34,5.26,5.67,Hrs
V002,2017,M01,RP_01_14E,SF_350281,28.36,154.83,5.67,LB
V002,2017,M01,RP_01_14H,SF_350092,28.44,0.94,5.69,DOL
V002,2017,M01,RP_01_16E,FP_720543,28.45,2.14,5.69,Hrs
V002,2017,M01,BP_01_78B_2,RP_01_16G,28.49,3.75,5.70,FTE
V002,2017,M01,BP_01_17D_1,SF_350230,28.59,4.22,5.72,EA
V002,2017,M01,RP_01_19D,SF_314633,28.86,6.4,5.77,MHrs
V002,2017,M01,RP_01_16E,SF_315653,29.11,2.19,5.82,Hrs
V002,2017,M01,BP_01_17D_1,SF_350092,29.26,4.32,5.85,EA
V002,2017,M01,RP_01_14I,FP_750079XBA,29.3,5.18,5.86,DOL
V002,2017,M01,BP_01_17D_1,SF_314616,29.33,4.33,5.87,EA
V002,2017,M01,BP_01_17D_1,SF_314619,29.33,4.33,5.87,EA
V002,2017,M01,BP_01_17D_1,SF_314622,29.33,4.33,5.87,EA
V002,2017,M01,BP_01_17D_1,SF_314653,29.33,4.33,5.87,EA
V002,2017,M01,BP_01_31D_1,SF_315674,29.37,0.23,5.87,EA
V002,2017,M01,RP_01_35B,SF_315664,29.49,5.25,5.90,Hrs
V002,2017,M01,RP_01_14H,SF_314620,29.5,0.98,5.90,DOL
V002,2017,M01,RP_01_14H,SF_314617,29.51,0.98,5.90,DOL
V002,2017,M01,RP_01_35D,SF_314633,29.53,6.4,5.91,MHrs
V002,2017,M01,RP_01_14E,SF_350280,29.54,161.28,5.91,LB
V002,2017,M01,RP_01_14C,FP_750063,29.59,0.44,5.92,Hrs
V002,2017,M01,RP_01_16D,SF_315653,29.67,2.28,5.93,Hrs
V002,2017,M01,BP_01_17D_1,SF_350364,29.79,4.4,5.96,EA
V002,2017,M01,RP_01_16E,SF_350414,29.83,2.24,5.97,Hrs
V002,2017,M01,RP_01_14C,SF_350016,29.87,0.44,5.97,Hrs
V002,2017,M01,RP_01_14I,FP_720543,29.99,5.3,6.00,DOL
V002,2017,M01,BP_01_34D_1,SF_350307,30.04,1.67,6.01,EA
V002,2017,M01,BP_01_34D_1,SF_350367,30.04,1.67,6.01,EA
V002,2017,M01,BP_01_34D_1,SF_350366,30.04,1.67,6.01,EA
V002,2017,M01,BP_01_34D_1,SF_350394,30.04,1.67,6.01,EA
V002,2017,M01,RP_01_14H,SF_314643,30.27,1,6.05,DOL
V002,2017,M01,BP_01_78B_2,RP_01_78B,30.39,4,6.08,FTE
V002,2017,M01,BP_01_78B_2,RP_01_38D,30.39,4,6.08,FTE
V002,2017,M01,BP_01_78B_2,RP_01_45B,30.39,4,6.08,FTE
V002,2017,M01,BP_01_78B_2,RP_01_16D,30.39,4,6.08,FTE
V002,2017,M01,BP_01_78B_2,RP_01_16F,30.39,4,6.08,FTE
V002,2017,M01,BP_01_78B_2,RP_01_25A,30.39,4,6.08,FTE
V002,2017,M01,RP_01_16D,SF_350414,30.42,2.34,6.08,Hrs
V002,2017,M01,RP_01_19F,SF_315738,30.42,11.89,6.08,MHrs
V002,2017,M01,RP_01_14C,SF_350363,30.55,0.45,6.11,Hrs
V002,2017,M01,BP_01_17D_1,SF_314641,30.61,4.52,6.12,EA
V002,2017,M01,BP_01_17D_1,SF_314649,30.61,4.52,6.12,EA
V002,2017,M01,RP_01_31D,SF_314617,30.71,0.15,6.14,MHrs
V002,2017,M01,RP_01_31D,SF_314620,30.71,0.15,6.14,MHrs
V002,2017,M01,RP_01_31D,SF_314628,30.71,0.15,6.14,MHrs
V002,2017,M01,RP_01_14H,SF_314648,30.79,1.02,6.16,DOL
V002,2017,M01,RP_01_16E,SF_350350,30.93,2.32,6.19,Hrs
V002,2017,M01,RP_01_14H,SF_314623,31.38,1.04,6.28,DOL
V002,2017,M01,BP_01_17D_1,SF_314612,31.76,4.69,6.35,EA
V002,2017,M01,BP_01_17D_1,SF_314615,31.76,4.69,6.35,EA
V002,2017,M01,BP_01_17D_1,SF_314618,31.76,4.69,6.35,EA
V002,2017,M01,BP_01_17D_1,SF_314624,31.76,4.69,6.35,EA
V002,2017,M01,BP_01_17D_1,SF_314652,31.76,4.69,6.35,EA
V002,2017,M01,BP_01_17D_1,FP_750022,31.86,4.71,6.37,EA
V002,2017,M01,BP_01_17D_1,SF_350326,32.25,4.76,6.45,EA
V002,2017,M01,BP_01_78A_1,RP_01_31B,32.68,5,6.54,FTE
V002,2017,M01,RP_01_19F,SF_314634,32.74,12.8,6.55,MHrs
V002,2017,M01,RP_01_19F,SF_314642,32.74,12.8,6.55,MHrs
V002,2017,M01,RP_01_19F,SF_314647,32.74,12.8,6.55,MHrs
V002,2017,M01,RP_01_19F,SF_314650,32.74,12.8,6.55,MHrs
V002,2017,M01,BP_01_17D_1,SF_350390,32.76,4.84,6.55,EA
V002,2017,M01,RP_01_16E,SF_350100,32.78,2.46,6.56,Hrs
V002,2017,M01,RP_01_19F,SF_350079,33.03,12.91,6.61,MHrs
V002,2017,M01,RP_01_19F,SF_350082,33.03,12.91,6.61,MHrs
V002,2017,M01,RP_01_19F,SF_350088,33.03,12.91,6.61,MHrs
V002,2017,M01,RP_01_35B,SF_315738,33.4,5.95,6.68,Hrs
V002,2017,M01,BP_01_35G_1,SF_350207,33.48,2.32,6.70,EA
V002,2017,M01,BP_01_35G_1,SF_350211,33.48,2.32,6.70,EA
V002,2017,M01,RP_01_35E,SF_315661,33.58,3.92,6.72,MHrs
V002,2017,M01,RP_01_34B,SF_350351,33.72,2.05,6.74,Hrs
V002,2017,M01,BP_01_76B_1,RP_01_31B,34.16,26,6.83,# Paycks
V002,2017,M01,BP_01_39B_1,RP_01_39C,34.18,5.13,6.84,HRS
V002,2017,M01,BP_01_38D_1,RP_01_38C,34.9,4,6.98,HRS
V002,2017,M01,RP_01_16E,SF_350341,35.11,2.64,7.02,Hrs
V002,2017,M01,BP_01_35D_1,SF_350336,35.19,1.16,7.04,EA
V002,2017,M01,RP_01_14F,SF_350232,35.5,90.4,7.10,LTR
V002,2017,M01,BP_01_17D_1,SF_350021,35.6,5.26,7.12,EA
V002,2017,M01,RP_01_35N,BP_01_35L_1,35.63,4.55,7.13,Hrs
V002,2017,M01,RP_01_14H,SF_314684,35.64,1.18,7.13,DOL
V002,2017,M01,RP_01_14C,SF_350168,35.76,0.53,7.15,Hrs
V002,2017,M01,RP_01_16D,SF_350341,35.8,2.75,7.16,Hrs
V002,2017,M01,RP_01_14C,SF_350160,35.93,0.53,7.19,Hrs
V002,2017,M01,RP_01_14C,SF_350156,36,0.53,7.20,Hrs
V002,2017,M01,RP_01_14C,SF_350164,36,0.53,7.20,Hrs
V002,2017,M01,RP_01_14H,SF_350341,36.09,1.2,7.22,DOL
V002,2017,M01,RP_01_16D,SF_350091,36.33,2.79,7.27,Hrs
V002,2017,M01,BP_01_17D_1,SF_350233,36.42,5.38,7.28,EA
V002,2017,M01,RP_01_19H,SF_350014,36.48,72.6,7.30,MHrs
V002,2017,M01,RP_01_14H,SF_350207,36.49,1.21,7.30,DOL
V002,2017,M01,RP_01_14H,SF_350211,36.49,1.21,7.30,DOL
V002,2017,M01,RP_01_16E,SF_350096,36.58,2.75,7.32,Hrs
V002,2017,M01,RP_01_14E,SF_350100,36.61,199.86,7.32,LB
V002,2017,M01,RP_01_14H,SF_314683,37.11,1.23,7.42,DOL
V002,2017,M01,RP_01_16D,SF_350242,37.16,2.86,7.43,Hrs
V002,2017,M01,BP_01_35D_1,SF_315660,38.27,1.26,7.65,EA
V002,2017,M01,BP_01_17D_1,SF_350039,38.38,5.67,7.68,EA
V002,2017,M01,RP_01_19F,SF_314626,38.52,15.06,7.70,MHrs
V002,2017,M01,RP_01_19F,SF_314638,38.52,15.06,7.70,MHrs
V002,2017,M01,RP_01_19F,SF_314646,38.52,15.06,7.70,MHrs
V002,2017,M01,BP_01_35H_1,SF_350216,38.79,2.17,7.76,EA
V002,2017,M01,RP_01_14H,SF_350332,38.87,1.29,7.77,DOL
V002,2017,M01,RP_01_16E,SF_350276,39.01,2.93,7.80,Hrs
V002,2017,M01,RP_01_16E,SF_350277,39.01,2.93,7.80,Hrs
V002,2017,M01,BP_01_35E_1,SF_350250,39.23,2.43,7.85,EA
V002,2017,M01,RP_01_14G,SF_350238,39.25,4214.82,7.85,EA
V002,2017,M01,RP_01_35C,BP_01_35L_1,39.37,2.53,7.87,Hrs
V002,2017,M01,RP_01_16D,SF_350276,39.77,3.06,7.95,Hrs
V002,2017,M01,RP_01_16D,SF_350277,39.77,3.06,7.95,Hrs
V002,2017,M01,BP_01_17D_1,SF_314632,39.85,5.89,7.97,EA
V002,2017,M01,BP_01_76B_1,RP_01_17D,39.85,30.33,7.97,# Paycks
V002,2017,M01,RP_01_14H,SF_314682,40.08,1.33,8.02,DOL
V002,2017,M01,BP_01_17D_1,FP_720543,40.15,5.93,8.03,EA
V002,2017,M01,RP_01_14H,SF_350277,40.26,1.33,8.05,DOL
V002,2017,M01,RP_01_16E,SF_350216,40.3,3.03,8.06,Hrs
V002,2017,M01,RP_01_19F,SF_350172,40.34,15.77,8.07,MHrs
V002,2017,M01,RP_01_19E,SF_350250,40.43,9.71,8.09,MHrs
V002,2017,M01,RP_01_14H,SF_350276,40.47,1.34,8.09,DOL
V002,2017,M01,RP_01_14H,SF_350333,40.48,1.34,8.10,DOL
V002,2017,M01,RP_01_16D,SF_350119,40.55,3.12,8.11,Hrs
V002,2017,M01,RP_01_14C,SF_350218,40.62,0.6,8.12,Hrs
V002,2017,M01,RP_01_35B,SF_314632,40.7,7.25,8.14,Hrs
V002,2017,M01,RP_01_16D,SF_350247,40.92,3.15,8.18,Hrs
V002,2017,M01,RP_01_19F,SF_314616,40.93,16,8.19,MHrs
V002,2017,M01,RP_01_19F,SF_314619,40.93,16,8.19,MHrs
V002,2017,M01,RP_01_19F,SF_314622,40.93,16,8.19,MHrs
V002,2017,M01,RP_01_19F,SF_314653,40.93,16,8.19,MHrs
V002,2017,M01,BP_01_17D_1,SF_315653,41.07,6.07,8.21,EA
V002,2017,M01,BP_01_76B_1,RP_01_16I,41.28,31.42,8.26,# Paycks
V002,2017,M01,RP_01_16D,SF_350243,41.32,3.18,8.26,Hrs
V002,2017,M01,RP_01_14G,SF_350359,41.44,4449.76,8.29,EA
V002,2017,M01,RP_01_14G,SF_350360,41.44,4449.76,8.29,EA
V002,2017,M01,RP_01_14H,SF_350091,41.66,1.38,8.33,DOL
