Version,Year,Month,Sender,Receiver,Cost,Quantity,Variance,UoM
V002,2017,M01,RP_01_16E,SF_350004,41.74,3.13,8.35,Hrs
V002,2017,M01,RP_01_14H,SF_350096,41.74,1.38,8.35,DOL
V002,2017,M01,RP_01_14F,SF_350326,41.93,106.78,8.39,LTR
V002,2017,M01,RP_01_16E,SF_350091,41.98,3.15,8.40,Hrs
V002,2017,M01,BP_01_17D_1,SF_350414,42.09,6.22,8.42,EA
V002,2017,M01,RP_01_14E,SF_350096,42.15,230.14,8.43,LB
V002,2017,M01,BP_01_35E_1,SF_315664,42.41,2.62,8.48,EA
V002,2017,M01,RP_01_16D,SF_350004,42.55,3.27,8.51,Hrs
V002,2017,M01,BP_01_45E_1,FP_750087,43.17,3.31,8.63,EA
V002,2017,M01,RP_01_14C,SF_350014,43.65,0.64,8.73,Hrs
V002,2017,M01,RP_01_19E,SF_315664,43.71,10.5,8.74,MHrs
V002,2017,M01,BP_01_35D_1,SF_314613,43.79,1.44,8.76,EA
V002,2017,M01,BP_01_35D_1,SF_314614,43.79,1.44,8.76,EA
V002,2017,M01,RP_01_16D,SF_350058,43.87,3.37,8.77,Hrs
V002,2017,M01,BP_01_34D_1,SF_350360,43.9,2.44,8.78,EA
V002,2017,M01,RP_01_25A,RP_01_45F,44.29,0.27,8.86,Hrs
V002,2017,M01,RP_01_25A,RP_01_45G,44.29,0.27,8.86,Hrs
V002,2017,M01,RP_01_19F,SF_314612,44.31,17.32,8.86,MHrs
V002,2017,M01,RP_01_19F,SF_314615,44.31,17.32,8.86,MHrs
V002,2017,M01,RP_01_19F,SF_314618,44.31,17.32,8.86,MHrs
V002,2017,M01,RP_01_19F,SF_314624,44.31,17.32,8.86,MHrs
V002,2017,M01,RP_01_19F,SF_314652,44.31,17.32,8.86,MHrs
V002,2017,M01,RP_01_14H,SF_350100,44.34,1.47,8.87,DOL
V002,2017,M01,BP_01_19C_2,RP_01_19H,44.52,2.1,8.90,HRS
V002,2017,M01,BP_01_35H_1,SF_350393,44.77,2.51,8.95,EA
V002,2017,M01,RP_01_16E,SF_350281,44.78,3.36,8.96,Hrs
V002,2017,M01,RP_01_19F,SF_350147,44.94,17.57,8.99,MHrs
V002,2017,M01,RP_01_14C,SF_350314,45.05,0.66,9.01,Hrs
V002,2017,M01,RP_01_14H,SF_314632,45.17,1.5,9.03,DOL
V002,2017,M01,RP_01_16D,SF_350046,45.26,3.48,9.05,Hrs
V002,2017,M01,RP_01_14C,SF_350246,45.44,0.67,9.09,Hrs
V002,2017,M01,RP_01_14H,SF_350216,45.44,1.51,9.09,DOL
V002,2017,M01,BP_01_78B_2,RP_01_35B,45.58,6,9.12,FTE
V002,2017,M01,BP_01_78A_1,RP_01_46A,45.75,7,9.15,FTE
V002,2017,M01,BP_01_45D_1,FP_750131,45.81,3.65,9.16,EA
V002,2017,M01,BP_01_17D_1,FP_750015,46.04,6.8,9.21,EA
V002,2017,M01,RP_01_14I,FP_750096,46.33,8.19,9.27,DOL
V002,2017,M01,RP_01_16D,SF_350043,46.41,3.57,9.28,Hrs
V002,2017,M01,RP_01_16D,SF_350049,46.69,3.59,9.34,Hrs
V002,2017,M01,RP_01_35B,SF_314641,46.89,8.35,9.38,Hrs
V002,2017,M01,RP_01_35B,SF_314649,46.89,8.35,9.38,Hrs
V002,2017,M01,RP_01_16D,SF_350052,47.25,3.63,9.45,Hrs
V002,2017,M01,RP_01_39D,SF_314640,47.27,4.61,9.45,MHrs
V002,2017,M01,BP_01_35K_1,SF_350400,47.53,2.77,9.51,EA
V002,2017,M01,RP_01_14H,SF_350281,47.79,1.58,9.56,DOL
V002,2017,M01,RP_01_38C,FP_750095XJA,47.85,0.56,9.57,MHrs
V002,2017,M01,RP_01_14F,SF_350367,48.14,122.57,9.63,LTR
V002,2017,M01,RP_01_14C,SF_350395,48.29,0.71,9.66,Hrs
V002,2017,M01,BP_01_35D_1,SF_314633,48.65,1.6,9.73,EA
V002,2017,M01,BP_01_78D_1,RP_01_16A,49.12,1,9.82,FTE
V002,2017,M01,BP_01_31D_1,FP_750008XBA,49.36,0.39,9.87,EA
V002,2017,M01,BP_01_78D_2,RP_01_45A,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_45C,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_14B,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_14D,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_16A,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_17B,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_15A,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_19A,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_19C,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_18A,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_61D,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_23A,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_75A,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_31A,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_31B,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_38A,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_39B,49.48,1,9.90,FTE
V002,2017,M01,BP_01_78D_2,RP_01_40B,49.48,1,9.90,FTE
V002,2017,M01,RP_01_16D,SF_350140,49.54,3.81,9.91,Hrs
V002,2017,M01,BP_01_17D_1,SF_350341,49.54,7.32,9.91,EA
V002,2017,M01,RP_01_16E,SF_314630,49.9,3.75,9.98,Hrs
V002,2017,M01,RP_01_14H,SF_350279,49.92,1.65,9.98,DOL
V002,2017,M01,RP_01_16E,SF_350279,50.18,3.77,10.04,Hrs
V002,2017,M01,RP_01_16E,SF_350280,50.18,3.77,10.04,Hrs
V002,2017,M01,BP_01_78B_1,RP_01_31B,50.28,5,10.06,FTE
V002,2017,M01,BP_01_17D_1,SF_350091,50.28,7.43,10.06,EA
V002,2017,M01,RP_01_14H,SF_315674,50.29,1.67,10.06,DOL
V002,2017,M01,BP_01_19B_3,RP_01_19E,50.38,2.85,10.08,HRS
V002,2017,M01,BP_01_40B_2,RP_01_40C,50.79,2.84,10.16,HRS
V002,2017,M01,BP_01_40B_2,RP_01_40D,50.79,2.84,10.16,HRS
V002,2017,M01,BP_01_76B_1,RP_01_39A,51.24,39,10.25,# Paycks
V002,2017,M01,BP_01_76B_1,RP_01_46A,51.24,39,10.25,# Paycks
V002,2017,M01,RP_01_16D,SF_350015,51.36,3.95,10.27,Hrs
V002,2017,M01,RP_01_16D,SF_350097,51.43,3.96,10.29,Hrs
V002,2017,M01,BP_01_17D_1,SF_350242,51.43,7.6,10.29,EA
V002,2017,M01,RP_01_35B,SF_314656,52.18,9.29,10.44,Hrs
V002,2017,M01,RP_01_14H,SF_350280,52.24,1.73,10.45,DOL
V002,2017,M01,RP_01_19F,SF_350364,52.42,20.49,10.48,MHrs
V002,2017,M01,RP_01_31B,SF_350334,52.51,4.67,10.50,Hrs
V002,2017,M01,RP_01_14H,SF_350345,52.57,1.74,10.51,DOL
V002,2017,M01,BP_01_38B_1,SF_350368,52.65,47.79,10.53,EA
V002,2017,M01,RP_01_31B,SF_314643,52.8,4.69,10.56,Hrs
V002,2017,M01,RP_01_31B,SF_314648,52.8,4.69,10.56,Hrs
V002,2017,M01,BP_01_78B_2,RP_01_17D,53.17,7,10.63,FTE
V002,2017,M01,RP_01_35B,SF_350085,53.2,9.47,10.64,Hrs
V002,2017,M01,RP_01_39C,FP_999999,53.31,8,10.66,MHrs
V002,2017,M01,BP_01_78A_2,RP_01_40B,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_45A,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_45C,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_14B,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_14D,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_15A,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_16A,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_17B,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_18A,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_19A,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_19C,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_61D,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_23A,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_75A,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_31A,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_31B,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_38A,54.12,1,10.82,FTE
V002,2017,M01,BP_01_78A_2,RP_01_39B,54.12,1,10.82,FTE
V002,2017,M01,BP_01_17D_1,SF_350244,54.48,8.05,10.90,EA
V002,2017,M01,RP_01_35B,SF_350250,54.55,9.71,10.91,Hrs
V002,2017,M01,RP_01_14G,FP_732880,54.9,5895.2,10.98,EA
V002,2017,M01,BP_01_17D_1,SF_350276,55.04,8.13,11.01,EA
V002,2017,M01,BP_01_17D_1,SF_350277,55.04,8.13,11.01,EA
V002,2017,M01,BP_01_78B_2,RP_01_16I,55.07,7.25,11.01,FTE
V002,2017,M01,RP_01_14G,FP_750087,55.13,5919.63,11.03,EA
V002,2017,M01,RP_01_19F,SF_314632,55.6,21.74,11.12,MHrs
V002,2017,M01,BP_01_23B_1,RP_01_35L,55.64,1.54,11.13,HRS
V002,2017,M01,RP_01_35L,BP_01_35L_1,55.76,2.53,11.15,MHrs
V002,2017,M01,BP_01_17D_1,SF_350119,56.12,8.29,11.22,EA
V002,2017,M01,RP_01_14H,SF_350021,56.33,1.87,11.27,DOL
V002,2017,M01,RP_01_14F,SF_350394,56.58,144.08,11.32,LTR
V002,2017,M01,BP_01_17D_1,SF_350247,56.63,8.37,11.33,EA
V002,2017,M01,RP_01_19F,FP_720543,56.76,22.19,11.35,MHrs
V002,2017,M01,RP_01_35F,SF_314656,56.8,9.29,11.36,MHrs
V002,2017,M01,BP_01_76B_1,RP_01_35C,56.93,43.33,11.39,# Paycks
V002,2017,M01,RP_01_14C,SF_350365,56.93,0.84,11.39,Hrs
V002,2017,M01,RP_01_14I,FP_720863,57.05,10.09,11.41,DOL
V002,2017,M01,BP_01_17D_1,SF_350243,57.19,8.45,11.44,EA
V002,2017,M01,BP_01_45C_2,RP_01_45F,57.8,1.76,11.56,HRS
V002,2017,M01,RP_01_19F,SF_350092,57.87,22.62,11.57,MHrs
V002,2017,M01,RP_01_35F,SF_350085,57.91,9.47,11.58,MHrs
V002,2017,M01,BP_01_35F_1,SF_314656,58.05,2.32,11.61,EA
V002,2017,M01,BP_01_35F_1,SF_350147,58.11,2.32,11.62,EA
V002,2017,M01,BP_01_35F_1,SF_350172,58.12,2.33,11.62,EA
V002,2017,M01,RP_01_14E,SF_350164,58.69,320.45,11.74,LB
V002,2017,M01,RP_01_19L,SF_315653,58.75,22.4,11.75,MHrs
V002,2017,M01,BP_01_78A_1,RP_01_39A,58.82,9,11.76,FTE
V002,2017,M01,BP_01_17D_1,SF_350004,58.89,8.7,11.78,EA
V002,2017,M01,RP_01_14C,SF_350359,59.16,0.87,11.83,Hrs
V002,2017,M01,BP_01_35F_1,SF_350085,59.18,2.37,11.84,EA
V002,2017,M01,BP_01_17D_1,SF_350120,59.44,8.78,11.89,EA
V002,2017,M01,RP_01_14H,SF_350414,59.53,1.97,11.91,DOL
V002,2017,M01,BP_01_79B_1,RP_01_18A,59.77,1,11.95,# PC
V002,2017,M01,BP_01_79B_1,RP_01_40B,59.77,1,11.95,# PC
V002,2017,M01,BP_01_76B_1,RP_01_34C,59.78,45.5,11.96,# Paycks
V002,2017,M01,RP_01_14E,SF_350040,59.86,326.86,11.97,LB
V002,2017,M01,RP_01_14E,SF_350168,60.42,329.87,12.08,LB
V002,2017,M01,BP_01_17D_1,SF_350058,60.71,8.97,12.14,EA
V002,2017,M01,BP_01_34D_1,SF_350391,60.77,3.38,12.15,EA
V002,2017,M01,RP_01_14F,SF_350377,60.92,155.13,12.18,LTR
V002,2017,M01,BP_01_15A_1,RP_01_79A,61.19,1.12,12.24,PO
V002,2017,M01,RP_01_31D,SF_314623,61.41,0.29,12.28,MHrs
V002,2017,M01,RP_01_31D,SF_314635,61.41,0.29,12.28,MHrs
V002,2017,M01,RP_01_31D,SF_314651,61.41,0.29,12.28,MHrs
V002,2017,M01,RP_01_31D,SF_314654,61.41,0.29,12.28,MHrs
V002,2017,M01,BP_01_34D_1,SF_350238,61.73,3.44,12.35,EA
V002,2017,M01,BP_01_34D_1,SF_350297,61.73,3.44,12.35,EA
V002,2017,M01,BP_01_34D_1,FP_750132,61.79,3.44,12.36,EA
V002,2017,M01,RP_01_25B,RP_01_45G,62.54,619.41,12.51,KwH
V002,2017,M01,BP_01_76B_1,RP_01_23B,62.63,47.67,12.53,# Paycks
V002,2017,M01,BP_01_17D_1,SF_350046,62.64,9.25,12.53,EA
V002,2017,M01,BP_01_19B_2,RP_01_19L,62.98,3.57,12.60,HRS
V002,2017,M01,RP_01_31B,SF_315674,63.01,5.6,12.60,Hrs
V002,2017,M01,BP_01_17D_1,SF_350281,63.18,9.33,12.64,EA
V002,2017,M01,RP_01_14F,SF_350006,63.21,160.96,12.64,LTR
V002,2017,M01,RP_01_16D,SF_350016,63.29,4.87,12.66,Hrs
V002,2017,M01,RP_01_14F,SF_350307,63.34,161.28,12.67,LTR
V002,2017,M01,BP_01_17B_1,RP_01_14F,63.57,6.94,-12.71,HRS
V002,2017,M01,BP_01_17B_1,RP_01_14G,63.57,6.94,-12.71,HRS
V002,2017,M01,BP_01_15A_1,RP_01_61A,63.93,1.17,12.79,PO
V002,2017,M01,BP_01_17D_1,SF_350043,64.23,9.49,12.85,EA
V002,2017,M01,BP_01_17D_1,SF_350055,64.6,9.54,12.92,EA
V002,2017,M01,BP_01_17D_1,SF_350049,64.62,9.55,12.92,EA
V002,2017,M01,BP_01_17D_1,SF_350052,65.38,9.66,13.08,EA
V002,2017,M01,RP_01_14C,SF_350369,65.67,0.97,13.13,Hrs
V002,2017,M01,BP_01_38C_1,FP_750005XGA,66.23,10.1,13.25,EA
V002,2017,M01,RP_01_14C,SF_350223,66.43,0.98,13.29,Hrs
V002,2017,M01,RP_01_35F,SF_314637,66.45,10.87,13.29,MHrs
V002,2017,M01,RP_01_35F,SF_314639,66.45,10.87,13.29,MHrs
V002,2017,M01,RP_01_35F,SF_314645,66.45,10.87,13.29,MHrs
V002,2017,M01,RP_01_19F,SF_350100,67.12,26.24,13.42,MHrs
V002,2017,M01,RP_01_14E,SF_350156,67.32,367.57,13.46,LB
V002,2017,M01,RP_01_46D,SF_314684,67.8,5.76,13.56,MHrs
V002,2017,M01,RP_01_14E,SF_350120,67.84,370.41,13.57,LB
V002,2017,M01,BP_01_35F_1,SF_314637,67.91,2.72,13.58,EA
V002,2017,M01,BP_01_35F_1,SF_314639,67.91,2.72,13.58,EA
V002,2017,M01,BP_01_35F_1,SF_314645,67.91,2.72,13.58,EA
V002,2017,M01,BP_01_17D_1,SF_350132,68.13,10.06,13.63,EA
V002,2017,M01,BP_01_17D_1,SF_350124,68.2,10.08,13.64,EA
V002,2017,M01,BP_01_78B_2,RP_01_35C,68.37,9,13.67,FTE
V002,2017,M01,BP_01_17D_1,SF_350140,68.56,10.13,13.71,EA
V002,2017,M01,BP_01_17D_1,SF_350144,68.6,10.13,13.72,EA
V002,2017,M01,RP_01_14E,SF_350160,69.05,377,13.81,LB
V002,2017,M01,BP_01_34D_1,FP_750066,69.09,3.85,13.82,EA
V002,2017,M01,RP_01_14G,SF_350268,69.21,7432.08,13.84,EA
V002,2017,M01,BP_01_17D_1,FP_750122,69.32,10.24,13.86,EA
V002,2017,M01,RP_01_14H,SF_350363,69.61,2.31,13.92,DOL
V002,2017,M01,RP_01_14E,SF_350365,69.71,380.62,13.94,LB
V002,2017,M01,BP_01_17D_1,SF_350040,70.08,10.35,14.02,EA
V002,2017,M01,BP_01_78B_1,RP_01_46A,70.4,7,14.08,FTE
V002,2017,M01,BP_01_17D_1,SF_314630,70.4,10.4,14.08,EA
V002,2017,M01,BP_01_17D_1,SF_350279,70.8,10.46,14.16,EA
V002,2017,M01,BP_01_17D_1,SF_350280,70.8,10.46,14.16,EA
V002,2017,M01,BP_01_17D_1,SF_350015,71.08,10.5,14.22,EA
V002,2017,M01,BP_01_17D_1,SF_350097,71.18,10.51,14.24,EA
V002,2017,M01,BP_01_17D_1,FP_750005XGA,71.2,10.52,14.24,EA
V002,2017,M01,RP_01_19F,SF_350341,71.9,28.11,14.38,MHrs
V002,2017,M01,RP_01_14G,SF_350230,72.14,7746.36,14.43,EA
V002,2017,M01,RP_01_35B,SF_350079,72.54,12.91,14.51,Hrs
V002,2017,M01,RP_01_35B,SF_350082,72.54,12.91,14.51,Hrs
V002,2017,M01,RP_01_35B,SF_350088,72.54,12.91,14.51,Hrs
V002,2017,M01,RP_01_35F,SF_315738,72.72,11.89,14.54,MHrs
V002,2017,M01,BP_01_34D_1,SF_350230,72.84,4.05,14.57,EA
V002,2017,M01,BP_01_35G_1,SF_350021,72.86,5.05,14.57,EA
V002,2017,M01,RP_01_14C,FP_750106,72.89,1.07,14.58,Hrs
V002,2017,M01,RP_01_14H,SF_314629,73.63,2.44,14.73,DOL
V002,2017,M01,RP_01_14G,FP_750106,73.91,7936.71,14.78,EA
V002,2017,M01,BP_01_76B_1,RP_01_78C,74.01,56.33,14.80,# Paycks
V002,2017,M01,RP_01_14C,SF_350287,74.32,1.09,14.86,Hrs
V002,2017,M01,BP_01_35F_1,SF_315738,74.32,2.97,14.86,EA
V002,2017,M01,RP_01_16E,SF_350049,74.66,5.61,14.93,Hrs
V002,2017,M01,RP_01_19F,SF_350096,74.89,29.28,14.98,MHrs
V002,2017,M01,RP_01_19D,SF_314641,75.3,16.7,15.06,MHrs
V002,2017,M01,RP_01_19D,SF_314649,75.3,16.7,15.06,MHrs
V002,2017,M01,RP_01_46D,SF_314683,75.33,6.4,15.07,MHrs
V002,2017,M01,RP_01_14H,SF_315670,75.33,2.5,15.07,DOL
V002,2017,M01,BP_01_78B_2,RP_01_34C,75.96,10,15.19,FTE
V002,2017,M01,RP_01_35D,SF_314641,77.04,16.7,15.41,MHrs
V002,2017,M01,RP_01_35D,SF_314649,77.04,16.7,15.41,MHrs
V002,2017,M01,RP_01_78B,BP_01_78B_3,77.57,9.93,15.51,Hrs
V002,2017,M01,RP_01_35F,SF_314634,78.26,12.8,15.65,MHrs
V002,2017,M01,RP_01_35F,SF_314642,78.26,12.8,15.65,MHrs
V002,2017,M01,RP_01_35F,SF_314647,78.26,12.8,15.65,MHrs
V002,2017,M01,RP_01_35F,SF_314650,78.26,12.8,15.65,MHrs
V002,2017,M01,RP_01_46A,SF_314684,78.31,5.76,15.66,Hrs
V002,2017,M01,RP_01_14E,SF_350364,78.51,428.66,15.70,LB
V002,2017,M01,RP_01_35F,SF_350079,78.96,12.91,15.79,MHrs
V002,2017,M01,RP_01_35F,SF_350082,78.96,12.91,15.79,MHrs
V002,2017,M01,RP_01_35F,SF_350088,78.96,12.91,15.79,MHrs
V002,2017,M01,BP_01_76B_1,RP_01_35N,79.71,60.67,15.94,# Paycks
V002,2017,M01,BP_01_76B_1,RP_01_16E,79.71,60.67,15.94,# Paycks
V002,2017,M01,BP_01_76B_1,RP_01_19B,79.71,60.67,15.94,# Paycks
V002,2017,M01,RP_01_19F,SF_350276,79.87,31.22,15.97,MHrs
V002,2017,M01,RP_01_19F,SF_350277,79.87,31.22,15.97,MHrs
V002,2017,M01,RP_01_16E,SF_350058,79.91,6,15.98,Hrs
V002,2017,M01,RP_01_38C,BP_01_38C_1,79.92,0.93,15.98,MHrs
V002,2017,M01,BP_01_35F_1,SF_314634,79.98,3.2,16.00,EA
V002,2017,M01,BP_01_35F_1,SF_314642,79.98,3.2,16.00,EA
V002,2017,M01,BP_01_35F_1,SF_314647,79.98,3.2,16.00,EA
V002,2017,M01,BP_01_35F_1,SF_314650,79.98,3.2,16.00,EA
V002,2017,M01,RP_01_19K,SF_350350,80.09,24.75,16.02,MHrs
V002,2017,M01,BP_01_35F_1,SF_350079,80.7,3.23,16.14,EA
V002,2017,M01,BP_01_35F_1,SF_350082,80.7,3.23,16.14,EA
V002,2017,M01,BP_01_35F_1,SF_350088,80.7,3.23,16.14,EA
V002,2017,M01,BP_01_35I_1,SF_350390,81.26,4.65,16.25,EA
V002,2017,M01,RP_01_14G,SF_350297,81.52,8752.99,16.30,EA
V002,2017,M01,BP_01_45D_1,FP_750015,81.94,6.53,16.39,EA
V002,2017,M01,BP_01_34D_1,SF_350326,82.17,4.57,16.43,EA
V002,2017,M01,RP_01_35E,SF_350250,83.23,9.71,16.65,MHrs
V002,2017,M01,BP_01_78B_2,RP_01_23B,83.56,11,16.71,FTE
V002,2017,M01,RP_01_34C,BP_01_34D_1,83.65,7.12,16.73,Hrs
V002,2017,M01,RP_01_35B,SF_314626,84.58,15.06,16.92,Hrs
V002,2017,M01,RP_01_35B,SF_314638,84.58,15.06,16.92,Hrs
V002,2017,M01,RP_01_35B,SF_314646,84.58,15.06,16.92,Hrs
V002,2017,M01,BP_01_76B_1,RP_01_47A,85.4,65,17.08,# Paycks
V002,2017,M01,RP_01_19H,SF_350243,85.54,170.24,17.11,MHrs
V002,2017,M01,RP_01_19F,SF_350091,85.94,33.6,17.19,MHrs
V002,2017,M01,RP_01_14H,SF_350098,86.01,2.85,17.20,DOL
V002,2017,M01,RP_01_16D,SF_350218,86.07,6.62,17.21,Hrs
V002,2017,M01,RP_01_16E,SF_350156,86.36,6.48,17.27,Hrs
V002,2017,M01,RP_01_16E,SF_350160,86.36,6.48,17.27,Hrs
V002,2017,M01,RP_01_16E,SF_350164,86.36,6.48,17.27,Hrs
V002,2017,M01,BP_01_15A_1,RP_01_31C,86.76,1.58,17.35,PO
V002,2017,M01,BP_01_15A_1,RP_01_31A,86.76,1.58,17.35,PO
V002,2017,M01,BP_01_17D_1,FP_750063,86.76,12.82,17.35,EA
V002,2017,M01,RP_01_14E,SF_350124,86.92,474.59,17.38,LB
V002,2017,M01,RP_01_14E,SF_350132,86.92,474.59,17.38,LB
V002,2017,M01,RP_01_14E,SF_350140,86.92,474.59,17.38,LB
V002,2017,M01,RP_01_14E,SF_350144,86.92,474.59,17.38,LB
V002,2017,M01,RP_01_46A,SF_314683,87.01,6.4,17.40,Hrs
V002,2017,M01,BP_01_17C_1,RP_01_14F,87.29,13.59,17.46,HRS
V002,2017,M01,BP_01_17D_1,SF_350016,87.58,12.94,17.52,EA
V002,2017,M01,RP_01_35B,SF_350172,88.58,15.77,17.72,Hrs
V002,2017,M01,BP_01_19C_1,RP_01_19K,89.05,4.2,17.81,HRS
V002,2017,M01,RP_01_16E,SF_350055,89.36,6.71,17.87,Hrs
V002,2017,M01,BP_01_17D_1,SF_350363,89.59,13.23,17.92,EA
V002,2017,M01,RP_01_35B,SF_314622,89.87,16,17.97,Hrs
V002,2017,M01,RP_01_35E,SF_315664,89.98,10.5,18.00,MHrs
V002,2017,M01,RP_01_46D,SF_314682,90.4,7.68,18.08,MHrs
V002,2017,M01,BP_01_78B_1,RP_01_39A,90.51,9,18.10,FTE
V002,2017,M01,BP_01_23B_2,RP_01_35L,90.79,2.5,18.16,HRS
V002,2017,M01,RP_01_14H,SF_314628,90.95,3.01,18.19,DOL
V002,2017,M01,RP_01_19F,SF_350281,91.68,35.84,18.34,MHrs
V002,2017,M01,RP_01_35F,SF_314626,92.07,15.06,18.41,MHrs
V002,2017,M01,RP_01_35F,SF_314638,92.07,15.06,18.41,MHrs
V002,2017,M01,RP_01_35F,SF_314646,92.07,15.06,18.41,MHrs
V002,2017,M01,RP_01_16E,SF_350168,92.21,6.92,18.44,Hrs
V002,2017,M01,RP_01_16D,SF_350014,92.48,7.11,18.50,Hrs
V002,2017,M01,RP_01_16E,SF_350314,93.62,7.03,18.72,Hrs
V002,2017,M01,RP_01_14H,SF_350156,93.82,3.11,18.76,DOL
V002,2017,M01,BP_01_35F_1,SF_314626,94.1,3.76,18.82,EA
V002,2017,M01,BP_01_35F_1,SF_314638,94.1,3.76,18.82,EA
V002,2017,M01,BP_01_35F_1,SF_314646,94.1,3.76,18.82,EA
V002,2017,M01,RP_01_14C,FP_720863,94.22,1.39,18.84,Hrs
V002,2017,M01,BP_01_35I_1,SF_350039,95.2,5.44,19.04,EA
V002,2017,M01,RP_01_16D,SF_350314,95.45,7.34,19.09,Hrs
V002,2017,M01,RP_01_38A,SF_350233,95.97,20.66,19.19,Hrs
V002,2017,M01,SF_350345,SF_350334,96.05,80,19.21,EA
V002,2017,M01,RP_01_14F,SF_350360,96.24,245.05,19.25,LTR
V002,2017,M01,RP_01_16D,SF_350246,96.27,7.4,19.25,Hrs
V002,2017,M01,RP_01_35F,SF_350172,96.42,15.77,19.28,MHrs
V002,2017,M01,BP_01_39B_2,RP_01_39D,96.45,14.46,19.29,HRS
V002,2017,M01,RP_01_35B,SF_350393,96.63,17.2,19.33,Hrs
V002,2017,M01,BP_01_76B_1,RP_01_16H,96.79,73.67,19.36,# Paycks
V002,2017,M01,BP_01_35K_1,FP_999999,97.12,5.67,19.42,EA
V002,2017,M01,RP_01_14H,SF_350164,97.23,3.22,19.45,DOL
V002,2017,M01,RP_01_14E,SF_350046,97.28,531.14,19.46,LB
V002,2017,M01,RP_01_14E,SF_350049,97.28,531.14,19.46,LB
V002,2017,M01,RP_01_14E,SF_350052,97.28,531.14,19.46,LB
V002,2017,M01,RP_01_14H,SF_350097,97.68,3.24,19.54,DOL
V002,2017,M01,RP_01_35F,SF_314616,97.83,16,19.57,MHrs
V002,2017,M01,RP_01_35F,SF_314619,97.83,16,19.57,MHrs
V002,2017,M01,RP_01_35F,SF_314622,97.83,16,19.57,MHrs
V002,2017,M01,RP_01_35F,SF_314653,97.83,16,19.57,MHrs
V002,2017,M01,RP_01_16E,SF_350040,97.85,7.35,19.57,Hrs
V002,2017,M01,RP_01_16E,SF_350043,97.85,7.35,19.57,Hrs
V002,2017,M01,RP_01_16E,SF_350052,97.85,7.35,19.57,Hrs
V002,2017,M01,RP_01_16E,FP_720863,97.9,7.35,19.58,Hrs
V002,2017,M01,BP_01_78A_1,RP_01_47A,98.04,15,19.61,FTE
V002,2017,M01,RP_01_35B,SF_350147,98.68,17.57,19.74,Hrs
V002,2017,M01,BP_01_78B_2,RP_01_78C,98.75,13,19.75,FTE
V002,2017,M01,RP_01_14C,FP_719456,98.84,1.45,19.77,Hrs
V002,2017,M01,BP_01_78D_2,RP_01_46A,98.96,2,19.79,FTE
V002,2017,M01,BP_01_78D_2,RP_01_16C,98.96,2,19.79,FTE
V002,2017,M01,BP_01_78D_2,RP_01_31C,98.96,2,19.79,FTE
V002,2017,M01,BP_01_78D_2,RP_01_34B,98.96,2,19.79,FTE
V002,2017,M01,RP_01_14E,SF_350043,99.15,541.36,19.83,LB
V002,2017,M01,BP_01_35F_1,SF_350096,99.29,3.97,19.86,EA
V002,2017,M01,RP_01_14I,FP_732880,99.75,17.64,19.95,DOL
