Version,Year,Month,Sender,Receiver,Cost,Quantity,UoM,
V002,2017,M01,RP_01_16A,RP_01_16E,4490.29,0,Hrs,
V002,2017,M01,RP_01_16A,RP_01_16F,1282.94,0,Hrs,
V002,2017,M01,RP_01_16A,RP_01_16G,1202.76,0,Hrs,
V002,2017,M01,RP_01_16A,RP_01_16H,5452.49,0,Hrs,
V002,2017,M01,RP_01_16A,RP_01_16I,2325.33,0,Hrs,
V002,2017,M01,RP_01_16B,RP_01_16E,4991.15,0,Hrs,
V002,2017,M01,RP_01_16B,RP_01_16F,4991.15,0,Hrs,
V002,2017,M01,RP_01_16B,RP_01_16G,4991.15,0,Hrs,
V002,2017,M01,RP_01_16B,RP_01_16H,4991.15,0,Hrs,
V002,2017,M01,RP_01_16C,BP_01_16C_1,5897.22,0,Hrs,
V002,2017,M01,RP_01_16D,SF_315651,3.96,0,Hrs,
V002,2017,M01,RP_01_16D,SF_315653,29.67,0,Hrs,
V002,2017,M01,RP_01_16D,SF_315660,6.67,0,Hrs,
V002,2017,M01,RP_01_16D,SF_315661,5.19,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350039,27.73,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350043,46.41,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350046,45.26,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350049,46.69,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350052,47.25,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350058,43.87,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350074,713.1,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350075,381.14,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350079,16.45,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350082,16.45,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350085,12.06,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350088,16.45,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350091,36.33,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350092,21.14,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350096,20.24,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350097,51.43,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350098,0.94,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350099,16.56,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350100,20.35,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350119,40.55,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350140,49.54,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350147,11.85,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350218,86.07,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350223,140.74,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350233,26.32,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350242,37.16,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350243,41.32,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350246,96.27,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350247,40.92,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350271,1118.92,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350276,39.77,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350277,39.77,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350287,157.46,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350297,17.51,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350298,17.51,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350307,8.52,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350308,8.52,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350314,95.45,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350359,125.34,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350360,12.45,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350364,21.53,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350368,243.48,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350369,139.13,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350390,23.67,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350391,17.23,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350393,12.76,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350004,42.55,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350005,9.19,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350006,9.5,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350014,92.48,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350015,51.36,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350016,63.29,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350021,25.72,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350316,5.62,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350332,0.83,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350333,0.52,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350334,0.51,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350336,5.9,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350339,20.23,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350341,35.8,0,Hrs,
V002,2017,M01,RP_01_16D,SF_350414,30.42,0,Hrs,
V002,2017,M01,RP_01_16D,FP_750128,405.04,0,Hrs,
V002,2017,M01,RP_01_16D,FP_719456,209.42,0,Hrs,
V002,2017,M01,RP_01_16D,FP_999999,3562.58,0,Hrs,
V002,2017,M01,RP_01_16E,SF_307485,0.66,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314612,4.5,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314613,3.74,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314614,3.74,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314615,4.5,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314616,4.16,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314618,4.5,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314619,4.16,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314621,0.49,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314622,20.79,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314624,4.5,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314626,19.57,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314629,1.52,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314630,49.9,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314632,9.41,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314633,4.16,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314634,4.16,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314636,0.52,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314637,4.71,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314638,19.57,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314639,4.71,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314641,10.85,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314642,4.16,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314644,1.04,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314645,4.71,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314646,19.57,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314647,4.16,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314649,10.85,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314650,4.16,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314652,4.5,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314653,4.16,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314655,0.65,0,Hrs,
V002,2017,M01,RP_01_16E,SF_314656,12.07,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315651,1.94,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315653,29.11,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315655,1.94,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315656,1.27,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315657,1.27,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315660,3.27,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315661,2.55,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315662,1.94,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315663,1.27,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315664,6.82,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315665,1.27,0,Hrs,
V002,2017,M01,RP_01_16E,SF_315738,7.73,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350039,263.97,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350040,97.85,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350043,97.85,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350046,106.35,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350049,74.66,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350052,97.85,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350055,89.36,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350058,79.91,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350074,699.45,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350075,373.84,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350079,16.13,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350082,16.13,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350085,11.83,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350088,16.13,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350091,41.98,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350092,28.27,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350096,36.58,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350100,32.78,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350119,108.46,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350120,221.78,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350124,114.74,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350132,106.8,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350140,120.52,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350144,108.47,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350147,21.95,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350156,86.36,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350160,86.36,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350164,86.36,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350168,92.21,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350172,19.7,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350207,22.39,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350211,22.39,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350216,40.3,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350218,286.91,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350223,1222.1,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350242,208.62,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350243,212.69,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350244,298.08,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350246,415.68,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350247,376.81,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350266,365.71,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350276,39.01,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350277,39.01,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350279,50.18,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350280,50.18,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350281,44.78,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350287,154.44,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350314,93.62,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350338,2.96,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350350,30.93,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350359,3505.23,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350364,25.6,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350365,118.31,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350369,136.47,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350390,136.39,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350393,21.49,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350400,160.31,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350004,41.74,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350014,181.42,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350021,25.23,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350025,5.04,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350027,0.28,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350250,12.13,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350316,5.51,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350332,2.22,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350336,5.78,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350341,35.11,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350345,1.67,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350347,0,0,Hrs,
V002,2017,M01,RP_01_16E,SF_350414,29.83,0,Hrs,
V002,2017,M01,RP_01_16E,FP_750128,2383.68,0,Hrs,
V002,2017,M01,RP_01_16E,FP_716428,918.1,0,Hrs,
V002,2017,M01,RP_01_16E,FP_719456,205.41,0,Hrs,
V002,2017,M01,RP_01_16E,FP_720543,28.45,0,Hrs,
V002,2017,M01,RP_01_16E,FP_720863,97.9,0,Hrs,
V002,2017,M01,RP_01_16E,FP_999999,6802.14,0,Hrs,
V002,2017,M01,RP_01_16G,RP_01_38C,9618.87,0,Hrs,
V002,2017,M01,RP_01_16H,FP_750015,2612.06,0,Hrs,
V002,2017,M01,RP_01_16H,FP_750019,1736.12,0,Hrs,
V002,2017,M01,RP_01_16H,FP_750022,181.76,0,Hrs,
V002,2017,M01,RP_01_16H,FP_750087,674.64,0,Hrs,
V002,2017,M01,RP_01_16H,FP_750096,23.68,0,Hrs,
V002,2017,M01,RP_01_16H,FP_750106,3394.22,0,Hrs,
V002,2017,M01,RP_01_16H,FP_750122,5199.68,0,Hrs,
V002,2017,M01,RP_01_16H,FP_750126,208.86,0,Hrs,
V002,2017,M01,RP_01_16H,FP_750131,774.43,0,Hrs,
V002,2017,M01,RP_01_16H,FP_999999,11420.91,0,Hrs,
V002,2017,M01,RP_01_16I,BP_01_16I_1,10165.87,0,Hrs,
V002,2017,M01,RP_01_17A,BP_01_17A_1,54067.25,0,Hrs,
V002,2017,M01,RP_01_17A,BP_01_17A_2,5149.26,0,Hrs,
V002,2017,M01,RP_01_17B,BP_01_17B_1,3178.28,0,Hrs,
V002,2017,M01,RP_01_18A,BP_01_18A_1,1418.65,0,Hrs,
V002,2017,M01,RP_01_18A,BP_01_18A_2,2364.42,0,Hrs,
V002,2017,M01,RP_01_18A,BP_01_18A_3,945.77,0,Hrs,
V002,2017,M01,RP_01_19A,RP_01_19B,13757.74,0,Hrs,
V002,2017,M01,RP_01_19A,RP_01_19C,2971.35,0,Hrs,
V002,2017,M01,RP_01_19B,BP_01_19B_1,12772.41,0,Hrs,
V002,2017,M01,RP_01_19B,BP_01_19B_2,20569.37,0,Hrs,
V002,2017,M01,RP_01_19B,BP_01_19B_3,8727.81,0,Hrs,
V002,2017,M01,RP_01_19C,BP_01_19C_1,5643.35,0,Hrs,
V002,2017,M01,RP_01_19C,BP_01_19C_2,9088.35,0,Hrs,
V002,2017,M01,RP_01_19C,BP_01_19C_3,3856.29,0,Hrs,
V002,2017,M01,RP_01_19D,SF_314613,25.98,0,MHrs,
V002,2017,M01,RP_01_19D,SF_314614,25.98,0,MHrs,
V002,2017,M01,RP_01_19D,SF_314633,28.86,0,MHrs,
V002,2017,M01,RP_01_19D,SF_314641,75.3,0,MHrs,
V002,2017,M01,RP_01_19D,SF_314649,75.3,0,MHrs,
V002,2017,M01,RP_01_19D,SF_315651,13.47,0,MHrs,
V002,2017,M01,RP_01_19D,SF_315660,22.7,0,MHrs,
V002,2017,M01,RP_01_19D,SF_315662,13.47,0,MHrs,
V002,2017,M01,RP_01_19D,SF_350040,706.44,0,MHrs,
V002,2017,M01,RP_01_19D,SF_350120,1601.13,0,MHrs,
V002,2017,M01,RP_01_19D,SF_350027,0.51,0,MHrs,
V002,2017,M01,RP_01_19D,SF_350336,20.88,0,MHrs,
V002,2017,M01,RP_01_19D,SF_350347,0.01,0,MHrs,
V002,2017,M01,RP_01_19D,SF_350414,107.69,0,MHrs,
V002,2017,M01,RP_01_19D,FP_720863,848.73,0,MHrs,
V002,2017,M01,RP_01_19D,FP_999999,3454.21,0,MHrs,
V002,2017,M01,RP_01_19E,SF_315655,12.43,0,MHrs,
V002,2017,M01,RP_01_19E,SF_315661,16.31,0,MHrs,
V002,2017,M01,RP_01_19E,SF_315664,43.71,0,MHrs,
V002,2017,M01,RP_01_19E,SF_350119,722.82,0,MHrs,
V002,2017,M01,RP_01_19E,SF_350250,40.43,0,MHrs,
V002,2017,M01,RP_01_19E,FP_999999,684.15,0,MHrs,
V002,2017,M01,RP_01_19F,SF_307485,2.58,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314612,44.31,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314615,44.31,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314616,40.93,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314618,44.31,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314619,40.93,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314621,1.92,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314622,40.93,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314624,44.31,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314626,38.52,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314629,0.38,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314632,55.6,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314634,32.74,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314636,2.05,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314637,27.8,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314638,38.52,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314639,27.8,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314642,32.74,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314644,4.09,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314645,27.8,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314646,38.52,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314647,32.74,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314650,32.74,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314652,44.31,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314653,40.93,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314655,2.56,0,MHrs,
V002,2017,M01,RP_01_19F,SF_314656,23.77,0,MHrs,
V002,2017,M01,RP_01_19F,SF_315656,10.02,0,MHrs,
V002,2017,M01,RP_01_19F,SF_315657,10.02,0,MHrs,
V002,2017,M01,RP_01_19F,SF_315663,10.02,0,MHrs,
V002,2017,M01,RP_01_19F,SF_315665,10.02,0,MHrs,
V002,2017,M01,RP_01_19F,SF_315738,30.42,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350043,200.35,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350046,217.74,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350052,200.35,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350055,182.96,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350074,1432.07,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350075,765.42,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350079,33.03,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350082,33.03,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350085,24.23,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350088,33.03,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350091,85.94,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350092,57.87,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350096,74.89,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350100,67.12,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350140,246.75,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350147,44.94,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350156,176.81,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350164,176.81,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350168,188.78,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350172,40.34,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350276,79.87,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350277,79.87,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350279,102.74,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350280,102.74,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350281,91.68,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350287,316.22,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350338,6.07,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350364,52.42,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350365,242.24,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350025,10.33,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350316,11.28,0,MHrs,
V002,2017,M01,RP_01_19F,SF_350341,71.9,0,MHrs,
V002,2017,M01,RP_01_19F,FP_720543,56.76,0,MHrs,
V002,2017,M01,RP_01_19F,FP_999999,4950.89,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350049,623.28,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350058,667.11,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350124,957.93,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350132,891.61,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350144,905.54,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350160,720.98,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350207,186.92,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350211,186.92,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350247,3145.87,0,MHrs,
V002,2017,M01,RP_01_19G,SF_350021,210.64,0,MHrs,
V002,2017,M01,RP_01_19G,FP_750128,3316.74,0,MHrs,
V002,2017,M01,RP_01_19G,FP_716428,9498.99,0,MHrs,
V002,2017,M01,RP_01_19G,FP_999999,8410.63,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350216,16.21,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350243,85.54,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350244,119.88,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350246,167.17,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350266,147.07,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350359,704.83,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350393,8.64,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350014,36.48,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350332,0.45,0,MHrs,
V002,2017,M01,RP_01_19H,SF_350345,0.33,0,MHrs,
V002,2017,M01,RP_01_19H,FP_999999,204.87,0,MHrs,
V002,2017,M01,RP_01_23A,RP_01_23B,8484.47,0,Hrs,
V002,2017,M01,RP_01_23B,BP_01_23B_1,24622.58,0,Hrs,
V002,2017,M01,RP_01_23B,BP_01_23B_2,40173.69,0,Hrs,
V002,2017,M01,RP_01_24A,FP_CTS,15124.71,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_78A,7397.09,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_14A,11796.59,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_15A,807.26,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_16D,498.31,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_16I,538.17,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_17A,28020.55,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_17B,781.61,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_19A,729.34,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_19B,3403.59,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_19C,1215.57,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_25B,658.87,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_31D,5127.03,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_31E,5968.61,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_34D,6126.96,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35A,442.94,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35D,1304.32,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35E,1308.55,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35F,4417.78,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35G,2140.5,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35H,3312.28,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35I,5827.86,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35J,541.47,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35K,1625.82,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35L,809.39,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_35M,1974.11,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_38B,2768.37,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_38C,553.67,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_39C,908.03,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_39D,775.14,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_40C,719.78,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_45A,3520.26,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_45D,830.51,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_45E,830.51,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_45F,44.29,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_45G,44.29,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_45H,764.07,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_46D,2879.11,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_47B,531.53,0,Hrs,
V002,2017,M01,RP_01_25A,RP_01_47C,719.78,0,Hrs,
V002,2017,M01,RP_01_25B,RP_01_25A,10836.54,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_31D,3524.92,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_34D,34517.51,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_35D,3001.53,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_35E,2386.82,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_35F,12071.56,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_35G,7494.2,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_35H,14161.71,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_35I,13095.12,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_35K,2195.6,0,KwH,
V002,2017,M01,RP_01_25B,RP_01_35L,208.96,0,KwH,
