Version,Year,Month,Sender,Receiver,Cost,Quantity,UoM,
A/T,2017,M01,SF_307485,SF_314617,0,0,EA,
A/T,2017,M01,SF_307485,SF_314620,0,0,EA,
A/T,2017,M01,SF_307485,SF_314623,0,0,EA,
A/T,2017,M01,SF_307485,SF_314628,0,0,EA,
A/T,2017,M01,SF_307485,SF_314635,0,0,EA,
A/T,2017,M01,SF_307485,SF_314651,0,0,EA,
A/T,2017,M01,SF_307485,SF_314654,0,0,EA,
A/T,2017,M01,SF_307485,SF_315674,0,0,EA,
A/T,2017,M01,SF_314612,FP_731680,0,0,EA,
A/T,2017,M01,SF_314613,FP_731680,0,0,EA,
A/T,2017,M01,SF_314614,FP_731680,0,0,EA,
A/T,2017,M01,SF_314615,FP_731680,0,0,EA,
A/T,2017,M01,SF_314617,FP_731680,0,0,EA,
A/T,2017,M01,SF_314618,FP_731680,0,0,EA,
A/T,2017,M01,SF_314619,SF_314620,0,0,EA,
A/T,2017,M01,SF_314621,SF_314617,0,0,EA,
A/T,2017,M01,SF_314621,SF_314620,0,0,EA,
A/T,2017,M01,SF_314621,SF_314628,0,0,EA,
A/T,2017,M01,SF_314622,SF_314623,0,0,EA,
A/T,2017,M01,SF_314623,FP_731680,0,0,EA,
A/T,2017,M01,SF_314624,FP_731680,0,0,EA,
A/T,2017,M01,SF_314626,SF_314684,0,0,EA,
A/T,2017,M01,SF_314628,FP_731680,0,0,EA,
A/T,2017,M01,SF_314629,SF_314628,0,0,EA,
A/T,2017,M01,SF_314630,SF_314631,0,0,EA,
A/T,2017,M01,SF_314631,FP_731680,0,0,EA,
A/T,2017,M01,SF_314632,FP_731680,0,0,EA,
A/T,2017,M01,SF_314633,FP_731680,0,0,EA,
A/T,2017,M01,SF_314634,SF_314635,0,0,EA,
A/T,2017,M01,SF_314635,FP_731680,0,0,EA,
A/T,2017,M01,SF_314636,SF_314635,0,0,EA,
A/T,2017,M01,SF_314636,SF_314651,0,0,EA,
A/T,2017,M01,SF_314637,SF_314683,0,0,EA,
A/T,2017,M01,SF_314639,SF_314684,0,0,EA,
A/T,2017,M01,SF_314640,FP_731680,0,0,EA,
A/T,2017,M01,SF_314641,FP_731680,0,0,EA,
A/T,2017,M01,SF_314642,SF_314643,0,0,EA,
A/T,2017,M01,SF_314644,SF_314643,0,0,EA,
A/T,2017,M01,SF_314644,SF_314648,0,0,EA,
A/T,2017,M01,SF_314645,SF_314682,0,0,EA,
A/T,2017,M01,SF_314646,SF_314682,0,0,EA,
A/T,2017,M01,SF_314647,SF_314648,0,0,EA,
A/T,2017,M01,SF_314648,FP_731680,0,0,EA,
A/T,2017,M01,SF_314649,FP_731680,0,0,EA,
A/T,2017,M01,SF_314650,SF_314651,0,0,EA,
A/T,2017,M01,SF_314652,FP_731680,0,0,EA,
A/T,2017,M01,SF_314653,SF_314654,0,0,EA,
A/T,2017,M01,SF_314655,SF_314623,0,0,EA,
A/T,2017,M01,SF_314655,SF_314654,0,0,EA,
A/T,2017,M01,SF_314682,FP_731680,0,0,EA,
A/T,2017,M01,SF_314683,FP_731680,0,0,EA,
A/T,2017,M01,SF_314684,FP_731680,0,0,EA,
A/T,2017,M01,SF_315660,FP_732880,0,0,EA,
A/T,2017,M01,SF_315661,FP_732880,0,0,EA,
A/T,2017,M01,SF_315663,FP_732880,0,0,EA,
A/T,2017,M01,SF_315664,SF_315680,0,0,EA,
A/T,2017,M01,SF_315665,FP_732880,0,0,EA,
A/T,2017,M01,SF_315670,FP_732880,0,0,EA,
A/T,2017,M01,SF_315674,FP_732880,0,0,EA,
A/T,2017,M01,SF_315680,FP_732880,0,0,EA,
A/T,2017,M01,SF_315738,SF_315674,0,0,EA,
A/T,2017,M01,SF_350039,FP_750015,0,0,EA,
A/T,2017,M01,SF_350040,FP_750015,0,0,EA,
A/T,2017,M01,SF_350040,FP_750087,0,0,EA,
A/T,2017,M01,SF_350043,SF_350230,0,0,EA,
A/T,2017,M01,SF_350043,SF_350326,0,0,EA,
A/T,2017,M01,SF_350046,SF_350230,0,0,EA,
A/T,2017,M01,SF_350046,SF_350326,0,0,EA,
A/T,2017,M01,SF_350049,SF_350326,0,0,EA,
A/T,2017,M01,SF_350052,SF_350230,0,0,EA,
A/T,2017,M01,SF_350055,SF_350326,0,0,EA,
A/T,2017,M01,SF_350075,SF_350074,0,0,EA,
A/T,2017,M01,SF_350082,SF_350232,0,0,EA,
A/T,2017,M01,SF_350085,SF_350232,0,0,EA,
A/T,2017,M01,SF_350088,SF_350232,0,0,EA,
A/T,2017,M01,SF_350091,SF_350232,0,0,EA,
A/T,2017,M01,SF_350092,SF_350232,0,0,EA,
A/T,2017,M01,SF_350096,FP_750022,0,0,EA,
A/T,2017,M01,SF_350099,SF_350098,0,0,EA,
A/T,2017,M01,SF_350120,FP_750106,0,0,EA,
A/T,2017,M01,SF_350120,FP_750131,0,0,EA,
A/T,2017,M01,SF_350124,SF_350238,0,0,EA,
A/T,2017,M01,SF_350124,SF_350394,0,0,EA,
A/T,2017,M01,SF_350132,SF_350238,0,0,EA,
A/T,2017,M01,SF_350132,SF_350394,0,0,EA,
A/T,2017,M01,SF_350140,SF_350238,0,0,EA,
A/T,2017,M01,SF_350140,SF_350394,0,0,EA,
A/T,2017,M01,SF_350144,SF_350238,0,0,EA,
A/T,2017,M01,SF_350144,SF_350394,0,0,EA,
A/T,2017,M01,SF_350147,SF_350394,0,0,EA,
A/T,2017,M01,SF_350172,SF_350394,0,0,EA,
A/T,2017,M01,SF_350216,FP_750131,0,0,EA,
A/T,2017,M01,SF_350218,FP_750106,0,0,EA,
A/T,2017,M01,SF_350223,FP_750063,0,0,EA,
A/T,2017,M01,SF_350232,SF_350233,0,0,EA,
A/T,2017,M01,SF_350233,SF_350268,0,0,EA,
A/T,2017,M01,SF_350238,SF_350271,0,0,EA,
A/T,2017,M01,SF_350243,FP_750015,0,0,EA,
A/T,2017,M01,SF_350243,FP_750087,0,0,EA,
A/T,2017,M01,SF_350244,SF_350326,0,0,EA,
A/T,2017,M01,SF_350266,FP_750015,0,0,EA,
A/T,2017,M01,SF_350266,FP_750087,0,0,EA,
A/T,2017,M01,SF_350268,FP_750096,0,0,EA,
A/T,2017,M01,SF_350271,FP_750106,0,0,EA,
A/T,2017,M01,SF_350276,SF_350326,0,0,EA,
A/T,2017,M01,SF_350277,SF_350326,0,0,EA,
A/T,2017,M01,SF_350279,SF_350366,0,0,EA,
A/T,2017,M01,SF_350280,SF_350366,0,0,EA,
A/T,2017,M01,SF_350297,SF_350298,0,0,EA,
A/T,2017,M01,SF_350307,SF_350308,0,0,EA,
A/T,2017,M01,SF_350308,FP_750131,0,0,EA,
A/T,2017,M01,SF_350314,FP_750087,0,0,EA,
A/T,2017,M01,SF_350326,FP_750087,0,0,EA,
A/T,2017,M01,SF_350338,FP_750132,0,0,EA,
A/T,2017,M01,SF_350350,SF_350351,0,0,EA,
A/T,2017,M01,SF_350359,SF_350360,0,0,EA,
A/T,2017,M01,SF_350364,SF_350268,0,0,EA,
A/T,2017,M01,SF_350365,SF_350366,0,0,EA,
A/T,2017,M01,SF_350367,SF_350368,0,0,EA,
A/T,2017,M01,SF_350369,FP_750131,0,0,EA,
A/T,2017,M01,SF_350390,SF_350391,0,0,EA,
A/T,2017,M01,SF_350393,SF_350394,0,0,EA,
A/T,2017,M01,SF_350394,SF_350395,0,0,EA,
A/T,2017,M01,SF_350395,FP_750131,0,0,EA,
A/T,2017,M01,SF_350004,SF_350005,0,0,EA,
A/T,2017,M01,SF_350006,FP_750002XFA,0,0,EA,
A/T,2017,M01,SF_350016,FP_750005XGA,0,0,EA,
A/T,2017,M01,SF_350025,SF_350006,0,0,EA,
A/T,2017,M01,SF_350027,SF_350016,0,0,EA,
A/T,2017,M01,SF_350250,FP_750008XBA,0,0,EA,
A/T,2017,M01,SF_350332,SF_350333,0,0,EA,
A/T,2017,M01,SF_350333,SF_350334,0,0,EA,
A/T,2017,M01,SF_350334,FP_750095XJA,0,0,EA,
A/T,2017,M01,SF_350339,FP_750079XBA,0,0,EA,
A/T,2017,M01,SF_350341,SF_350414,0,0,EA,
A/T,2017,M01,SF_350345,SF_350334,0,0,EA,
A/T,2017,M01,SF_350347,SF_350334,0,0,EA,
A/T,2017,M01,SF_350363,SF_350016,0,0,EA,
A/T,2017,M01,SF_350377,SF_350006,0,0,EA,
A/T,2017,M01,RP_01_61C,BP_01_61C_1,0,0,Hrs,
A/T,2017,M01,RP_01_61C,BP_01_61C_2,0,0,Hrs,
A/T,2017,M01,RP_01_61D,BP_01_61D_1,0,0,Hrs,
A/T,2017,M01,RP_01_61D,BP_01_61D_2,0,0,Hrs,
A/T,2017,M01,RP_01_75A,FP_CTS,0,0,Hrs,
A/T,2017,M01,RP_01_76A,RP_01_76C,0,0,Hrs,
A/T,2017,M01,RP_01_76A,FP_CTS,0,0,Hrs,
A/T,2017,M01,RP_01_76B,BP_01_76B_1,0,0,Hrs,
A/T,2017,M01,RP_01_78A,BP_01_78A_1,0,0,Hrs,
A/T,2017,M01,RP_01_78A,BP_01_78A_3,0,0,Hrs,
A/T,2017,M01,RP_01_78B,BP_01_78B_3,0,0,Hrs,
A/T,2017,M01,RP_01_14B,RP_01_14E,0,0,Hrs,
A/T,2017,M01,RP_01_14B,RP_01_17D,0,0,Hrs,
A/T,2017,M01,RP_01_16C,BP_01_16C_1,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350091,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350223,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350247,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350271,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350307,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350308,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350393,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350005,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350006,0,0,Hrs,
A/T,2017,M01,RP_01_16D,SF_350333,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_307485,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314616,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314619,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314622,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314629,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314632,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314633,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314634,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314637,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314639,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314641,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314642,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314644,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314645,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314647,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314649,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314650,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314653,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_314655,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350040,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350043,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350049,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350052,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350055,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350058,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350074,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350085,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350096,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350132,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350168,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350207,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350211,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350216,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350242,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350244,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350247,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350266,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350276,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350277,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350279,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350280,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350281,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350287,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350338,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350350,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350369,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350393,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350400,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350004,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350021,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350025,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350027,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350250,0,0,Hrs,
A/T,2017,M01,RP_01_16E,SF_350414,0,0,Hrs,
A/T,2017,M01,RP_01_16E,FP_750128,0,0,Hrs,
A/T,2017,M01,RP_01_16G,RP_01_38C,0,0,Hrs,
A/T,2017,M01,RP_01_16H,FP_750022,0,0,Hrs,
A/T,2017,M01,RP_01_16H,FP_750087,0,0,Hrs,
A/T,2017,M01,RP_01_17B,BP_01_17B_1,0,0,Hrs,
A/T,2017,M01,RP_01_18A,BP_01_18A_1,0,0,Hrs,
A/T,2017,M01,RP_01_18A,BP_01_18A_3,0,0,Hrs,
A/T,2017,M01,RP_01_19B,BP_01_19B_2,0,0,Hrs,
A/T,2017,M01,RP_01_19C,BP_01_19C_1,0,0,Hrs,
A/T,2017,M01,RP_01_19D,SF_314633,0,0,MHrs,
A/T,2017,M01,RP_01_19D,SF_314641,0,0,MHrs,
A/T,2017,M01,RP_01_19D,SF_314649,0,0,MHrs,
A/T,2017,M01,RP_01_19D,SF_350040,0,0,MHrs,
A/T,2017,M01,RP_01_19D,SF_350027,0,0,MHrs,
A/T,2017,M01,RP_01_19D,SF_350336,0,0,MHrs,
A/T,2017,M01,RP_01_19D,SF_350347,0,0,MHrs,
A/T,2017,M01,RP_01_19D,FP_720863,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314612,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314615,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314616,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314618,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314619,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314622,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314624,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314626,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314636,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314637,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314638,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314639,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314645,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314646,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314652,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_314653,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_315656,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_315657,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_315663,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_315665,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350079,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350082,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350085,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350088,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350096,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350140,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350147,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350156,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350164,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350276,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350277,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350338,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350316,0,0,MHrs,
A/T,2017,M01,RP_01_19F,SF_350341,0,0,MHrs,
A/T,2017,M01,RP_01_19G,SF_350132,0,0,MHrs,
A/T,2017,M01,RP_01_19G,SF_350160,0,0,MHrs,
A/T,2017,M01,RP_01_19G,SF_350247,0,0,MHrs,
A/T,2017,M01,RP_01_19G,FP_750128,0,0,MHrs,
A/T,2017,M01,RP_01_19G,FP_999999,0,0,MHrs,
A/T,2017,M01,RP_01_19H,SF_350243,0,0,MHrs,
A/T,2017,M01,RP_01_19H,SF_350393,0,0,MHrs,
A/T,2017,M01,RP_01_19H,SF_350014,0,0,MHrs,
A/T,2017,M01,RP_01_19H,SF_350332,0,0,MHrs,
A/T,2017,M01,RP_01_19H,FP_999999,0,0,MHrs,
A/T,2017,M01,RP_01_24A,FP_CTS,0,0,Hrs,
A/T,2017,M01,RP_01_31B,SF_314617,0,0,Hrs,
A/T,2017,M01,RP_01_31B,SF_314620,0,0,Hrs,
A/T,2017,M01,RP_01_31B,SF_314628,0,0,Hrs,
A/T,2017,M01,RP_01_31B,SF_314643,0,0,Hrs,
A/T,2017,M01,RP_01_31B,SF_314648,0,0,Hrs,
A/T,2017,M01,RP_01_31B,SF_315674,0,0,Hrs,
A/T,2017,M01,RP_01_31B,SF_350006,0,0,Hrs,
A/T,2017,M01,RP_01_31B,FP_999999,0,0,Hrs,
A/T,2017,M01,RP_01_31C,BP_01_31D_1,0,0,Hrs,
A/T,2017,M01,RP_01_31D,SF_314628,0,0,MHrs,
A/T,2017,M01,RP_01_31D,SF_315674,0,0,MHrs,
A/T,2017,M01,RP_01_31D,SF_350334,0,0,MHrs,
A/T,2017,M01,RP_01_31D,BP_01_31D_2,1089.1,0,MHrs,
A/T,2017,M01,RP_01_34B,SF_350238,0,0,Hrs,
A/T,2017,M01,RP_01_34B,SF_350297,0,0,Hrs,
A/T,2017,M01,RP_01_34B,SF_350307,0,0,Hrs,
A/T,2017,M01,RP_01_34B,SF_350360,0,0,Hrs,
A/T,2017,M01,RP_01_34B,SF_350366,0,0,Hrs,
A/T,2017,M01,RP_01_34B,SF_350367,0,0,Hrs,
A/T,2017,M01,RP_01_34B,SF_350394,0,0,Hrs,
A/T,2017,M01,RP_01_34B,FP_750063,0,0,Hrs,
A/T,2017,M01,RP_01_34C,RP_01_34D,0,0,Hrs,
A/T,2017,M01,RP_01_34C,BP_01_34C_1,0,0,Hrs,
A/T,2017,M01,RP_01_34C,BP_01_34C_2,0,0,Hrs,
A/T,2017,M01,RP_01_34C,BP_01_34D_1,0,0,Hrs,
A/T,2017,M01,RP_01_34D,SF_350230,0,0,MHrs,
A/T,2017,M01,RP_01_34D,SF_350351,0,0,MHrs,
A/T,2017,M01,RP_01_34D,SF_350391,0,0,MHrs,
A/T,2017,M01,RP_01_34D,FP_750066,0,0,MHrs,
A/T,2017,M01,RP_01_34D,FP_750132,0,0,MHrs,
A/T,2017,M01,RP_01_34D,FP_999999,0,0,MHrs,
A/T,2017,M01,RP_01_34D,BP_01_34D_2,2725.23,0,MHrs,
A/T,2017,M01,RP_01_35B,SF_314621,0,0,Hrs,
A/T,2017,M01,RP_01_35B,SF_350079,0,0,Hrs,
A/T,2017,M01,RP_01_35B,SF_350082,0,0,Hrs,
A/T,2017,M01,RP_01_35B,SF_350088,0,0,Hrs,
A/T,2017,M01,RP_01_35B,SF_350091,0,0,Hrs,
A/T,2017,M01,RP_01_35B,SF_350140,0,0,Hrs,
A/T,2017,M01,RP_01_35B,SF_350350,0,0,Hrs,
A/T,2017,M01,RP_01_35B,SF_350359,0,0,Hrs,
A/T,2017,M01,RP_01_35B,SF_350365,0,0,Hrs,
A/T,2017,M01,RP_01_35B,SF_350369,0,0,Hrs,
A/T,2017,M01,RP_01_35B,FP_719456,0,0,Hrs,
A/T,2017,M01,RP_01_35B,FP_720863,0,0,Hrs,
A/T,2017,M01,RP_01_35C,BP_01_35G_1,0,0,Hrs,
A/T,2017,M01,RP_01_35D,SF_314633,0,0,MHrs,
A/T,2017,M01,RP_01_35D,SF_350414,0,0,MHrs,
A/T,2017,M01,RP_01_35D,BP_01_35D_2,72.69,0,MHrs,
A/T,2017,M01,RP_01_35E,SF_315661,0,0,MHrs,
A/T,2017,M01,RP_01_35E,SF_350119,0,0,MHrs,
A/T,2017,M01,RP_01_35E,BP_01_35E_2,32.07,0,MHrs,
A/T,2017,M01,RP_01_35F,SF_307485,0,0,MHrs,
A/T,2017,M01,RP_01_35F,SF_350085,0,0,MHrs,
A/T,2017,M01,RP_01_35F,SF_350092,0,0,MHrs,
A/T,2017,M01,RP_01_35F,SF_350365,0,0,MHrs,
A/T,2017,M01,RP_01_35F,BP_01_35F_2,284.49,0,MHrs,
A/T,2017,M01,RP_01_35G,SF_350049,0,0,MHrs,
A/T,2017,M01,RP_01_35G,SF_350144,0,0,MHrs,
A/T,2017,M01,RP_01_35G,SF_350247,0,0,MHrs,
A/T,2017,M01,RP_01_35G,SF_350021,0,0,MHrs,
A/T,2017,M01,RP_01_35G,FP_750128,0,0,MHrs,
A/T,2017,M01,RP_01_35G,BP_01_35G_2,190.56,0,MHrs,
A/T,2017,M01,RP_01_35H,SF_350243,0,0,MHrs,
A/T,2017,M01,RP_01_35H,SF_350244,0,0,MHrs,
A/T,2017,M01,RP_01_35H,SF_350246,0,0,MHrs,
A/T,2017,M01,RP_01_35H,SF_350393,0,0,MHrs,
A/T,2017,M01,RP_01_35H,SF_350345,0,0,MHrs,
A/T,2017,M01,RP_01_35H,BP_01_35H_2,373.36,0,MHrs,
A/T,2017,M01,RP_01_35I,SF_350242,0,0,MHrs,
A/T,2017,M01,RP_01_35I,BP_01_35I_2,303.2,0,MHrs,
A/T,2017,M01,RP_01_35K,SF_350400,0,0,MHrs,
A/T,2017,M01,RP_01_35K,SF_350004,0,0,MHrs,
A/T,2017,M01,RP_01_35K,BP_01_35K_2,38.89,0,MHrs,
A/T,2017,M01,RP_01_35L,BP_01_35L_2,5.35,0,MHrs,
A/T,2017,M01,RP_01_35N,BP_01_35L_1,0,0,Hrs,
A/T,2017,M01,RP_01_38A,SF_350271,0,0,Hrs,
A/T,2017,M01,RP_01_38A,SF_350308,0,0,Hrs,
A/T,2017,M01,RP_01_38B,BP_01_38B_2,98.59,0,MHrs,
A/T,2017,M01,RP_01_38C,BP_01_38C_2,70.16,0,MHrs,
A/T,2017,M01,RP_01_39B,RP_01_39C,0,0,Hrs,
A/T,2017,M01,RP_01_39B,RP_01_39D,0,0,Hrs,
A/T,2017,M01,RP_01_39B,BP_01_39B_1,0,0,Hrs,
A/T,2017,M01,RP_01_39B,BP_01_39B_2,0,0,Hrs,
A/T,2017,M01,RP_01_39B,BP_01_39C_1,0,0,Hrs,
A/T,2017,M01,RP_01_39C,BP_01_39C_2,6.29,0,MHrs,
A/T,2017,M01,RP_01_39D,SF_314631,0,0,MHrs,
A/T,2017,M01,RP_01_39D,SF_350339,0,0,MHrs,
A/T,2017,M01,RP_01_39D,SF_350363,0,0,MHrs,
A/T,2017,M01,RP_01_39D,BP_01_39D_2,54.69,0,MHrs,
A/T,2017,M01,RP_01_45B,SF_350268,0,0,Hrs,
A/T,2017,M01,RP_01_45B,FP_750019,0,0,Hrs,
A/T,2017,M01,RP_01_45B,FP_750096,0,0,Hrs,
A/T,2017,M01,RP_01_45C,RP_01_45E,0,0,Hrs,
A/T,2017,M01,RP_01_45C,RP_01_45F,0,0,Hrs,
A/T,2017,M01,RP_01_45D,BP_01_45D_2,82.75,0,MHrs,
A/T,2017,M01,RP_01_45E,FP_750087,0,0,MHrs,
A/T,2017,M01,RP_01_45E,BP_01_45E_1,0,0,MHrs,
A/T,2017,M01,RP_01_45E,BP_01_45E_2,34.45,0,MHrs,
A/T,2017,M01,RP_01_45F,BP_01_45F_2,3.9,0,MHrs,
A/T,2017,M01,RP_01_45G,BP_01_45G_1,0,0,MHrs,
A/T,2017,M01,RP_01_45G,BP_01_45G_2,10.53,0,MHrs,
A/T,2017,M01,RP_01_45H,BP_01_45H_2,50.21,0,MHrs,
A/T,2017,M01,RP_01_46D,SF_314684,0,0,MHrs,
A/T,2017,M01,RP_01_19I,SF_350242,0,0,MHrs,
A/T,2017,M01,RP_01_19K,SF_350350,0,0,MHrs,
A/T,2017,M01,RP_01_14C,SF_307485,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314613,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314614,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314626,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314633,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314634,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314636,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314638,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314642,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314646,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314647,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314650,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314682,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314683,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_314684,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_315656,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_315657,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_315660,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_315661,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_315663,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_315665,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_315674,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_315680,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350058,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350091,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350096,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350140,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350156,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350160,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350164,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350216,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350218,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350230,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350238,0,0,Hrs,
A/T,2017,M01,RP_01_14C,SF_350242,0,0,Hrs,
